city,area_type,time_slot,traffic_level,avg_delay_minutes,risk_weight
Chennai,URBAN,AFTERNOON,MEDIUM,25,0.69
Chennai,URBAN,AFTERNOON,HIGH,36,0.53
Pune,URBAN,EVENING,MEDIUM,50,0.98
Kolkata,URBAN,EVENING,HIGH,43,0.26
Mumbai,OLD_CITY,AFTERNOON,LOW,29,0.63
Mumbai,URBAN,AFTERNOON,MEDIUM,28,0.92
Chennai,OLD_CITY,AFTERNOON,HIGH,40,0.49
Delhi,URBAN,EVENING,MEDIUM,36,0.81
Pune,URBAN,EVENING,LOW,63,0.38
Kolkata,OLD_CITY,EVENING,LOW,54,0.69
Bengaluru,URBAN,AFTERNOON,MEDIUM,0,0.24
Delhi,OLD_CITY,AFTERNOON,MEDIUM,8,0.18
Mumbai,OLD_CITY,EVENING,HIGH,22,0.16
Mumbai,URBAN,AFTERNOON,HIGH,9,0.99
Hyderabad,URBAN,AFTERNOON,MEDIUM,1,0.76
Mumbai,URBAN,MORNING,MEDIUM,21,0.67
Kolkata,OLD_CITY,AFTERNOON,LOW,67,0.4
Kolkata,OLD_CITY,MORNING,MEDIUM,72,0.82
Bengaluru,OLD_CITY,MORNING,HIGH,49,0.21
Pune,OLD_CITY,AFTERNOON,MEDIUM,78,0.35
Bengaluru,URBAN,EVENING,MEDIUM,80,0.6
Hyderabad,URBAN,MORNING,HIGH,27,0.88
Chennai,URBAN,MORNING,MEDIUM,3,0.49
Hyderabad,OLD_CITY,EVENING,HIGH,69,0.71
Bengaluru,URBAN,MORNING,MEDIUM,81,0.51
Delhi,URBAN,EVENING,LOW,71,0.22
Delhi,URBAN,EVENING,LOW,61,0.44
Delhi,URBAN,MORNING,LOW,34,0.62
Hyderabad,URBAN,MORNING,LOW,14,0.28
Bengaluru,URBAN,MORNING,LOW,27,0.62
Mumbai,URBAN,EVENING,LOW,56,0.73
Hyderabad,OLD_CITY,AFTERNOON,HIGH,35,0.36
Bengaluru,URBAN,EVENING,LOW,51,0.19
Chennai,URBAN,AFTERNOON,MEDIUM,26,0.14
Delhi,URBAN,MORNING,LOW,41,0.12
Kolkata,OLD_CITY,MORNING,LOW,58,0.9
Chennai,OLD_CITY,EVENING,MEDIUM,6,0.11
Mumbai,URBAN,EVENING,MEDIUM,8,0.64
Bengaluru,URBAN,AFTERNOON,MEDIUM,82,0.44
Delhi,OLD_CITY,MORNING,LOW,6,0.91
Pune,OLD_CITY,MORNING,MEDIUM,80,0.4
Kolkata,OLD_CITY,MORNING,LOW,23,0.66
Pune,OLD_CITY,EVENING,HIGH,53,0.22
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,6,0.15
Kolkata,OLD_CITY,MORNING,LOW,78,0.12
Chennai,URBAN,EVENING,MEDIUM,67,0.19
Hyderabad,URBAN,AFTERNOON,HIGH,16,0.19
Pune,URBAN,AFTERNOON,LOW,37,0.78
Kolkata,OLD_CITY,AFTERNOON,HIGH,56,0.1
Mumbai,OLD_CITY,EVENING,LOW,85,0.44
Mumbai,OLD_CITY,AFTERNOON,LOW,63,0.34
Delhi,URBAN,MORNING,LOW,74,0.33
Bengaluru,URBAN,EVENING,LOW,20,0.34
Hyderabad,URBAN,AFTERNOON,MEDIUM,62,0.35
Pune,OLD_CITY,AFTERNOON,LOW,27,0.62
Mumbai,OLD_CITY,AFTERNOON,HIGH,17,0.98
Pune,URBAN,EVENING,LOW,43,0.98
Bengaluru,URBAN,EVENING,HIGH,32,0.44
Mumbai,URBAN,EVENING,MEDIUM,46,0.2
Kolkata,OLD_CITY,AFTERNOON,HIGH,68,0.83
Pune,OLD_CITY,MORNING,LOW,7,0.42
Delhi,URBAN,AFTERNOON,LOW,81,0.12
Mumbai,URBAN,MORNING,MEDIUM,70,0.41
Delhi,URBAN,MORNING,HIGH,75,0.52
Hyderabad,OLD_CITY,MORNING,HIGH,83,0.41
Delhi,URBAN,AFTERNOON,MEDIUM,9,0.83
Mumbai,OLD_CITY,MORNING,MEDIUM,54,0.21
Bengaluru,URBAN,EVENING,LOW,38,0.73
Chennai,OLD_CITY,MORNING,MEDIUM,53,0.61
Mumbai,OLD_CITY,MORNING,LOW,55,0.48
Bengaluru,URBAN,AFTERNOON,LOW,22,0.17
Chennai,OLD_CITY,MORNING,MEDIUM,85,0.44
Pune,OLD_CITY,MORNING,HIGH,40,0.31
Kolkata,OLD_CITY,MORNING,HIGH,57,0.21
Hyderabad,OLD_CITY,EVENING,HIGH,86,0.82
Chennai,OLD_CITY,AFTERNOON,MEDIUM,9,0.13
Kolkata,URBAN,EVENING,LOW,79,0.76
Bengaluru,URBAN,MORNING,LOW,57,0.39
Chennai,OLD_CITY,EVENING,MEDIUM,5,0.6
Hyderabad,URBAN,EVENING,HIGH,80,0.31
Pune,OLD_CITY,MORNING,LOW,81,0.93
Mumbai,URBAN,AFTERNOON,HIGH,5,0.79
Bengaluru,URBAN,EVENING,HIGH,60,0.82
Bengaluru,OLD_CITY,EVENING,MEDIUM,44,0.64
Bengaluru,OLD_CITY,EVENING,HIGH,60,0.79
Delhi,OLD_CITY,EVENING,LOW,39,0.49
Pune,URBAN,AFTERNOON,LOW,12,0.79
Mumbai,URBAN,MORNING,HIGH,18,0.16
Kolkata,URBAN,AFTERNOON,MEDIUM,68,0.67
Chennai,OLD_CITY,EVENING,MEDIUM,86,0.95
Mumbai,URBAN,EVENING,MEDIUM,26,0.54
Mumbai,URBAN,EVENING,MEDIUM,65,0.56
Kolkata,OLD_CITY,EVENING,HIGH,60,0.82
Delhi,URBAN,EVENING,LOW,42,0.33
Chennai,OLD_CITY,EVENING,LOW,10,0.7
Bengaluru,OLD_CITY,AFTERNOON,HIGH,17,0.38
Bengaluru,URBAN,AFTERNOON,LOW,71,0.44
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,48,0.84
Pune,URBAN,AFTERNOON,HIGH,17,0.85
Chennai,URBAN,MORNING,MEDIUM,4,0.59
Delhi,OLD_CITY,EVENING,MEDIUM,26,0.49
Mumbai,OLD_CITY,AFTERNOON,HIGH,57,0.11
Pune,OLD_CITY,EVENING,HIGH,47,0.42
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,12,0.67
Pune,OLD_CITY,MORNING,HIGH,2,0.81
Bengaluru,URBAN,AFTERNOON,MEDIUM,19,0.92
Pune,OLD_CITY,MORNING,LOW,72,0.66
Hyderabad,URBAN,MORNING,LOW,53,0.76
Kolkata,OLD_CITY,MORNING,HIGH,25,0.14
Mumbai,URBAN,EVENING,MEDIUM,58,0.96
Pune,OLD_CITY,EVENING,HIGH,64,0.17
Bengaluru,URBAN,AFTERNOON,MEDIUM,44,0.32
Bengaluru,OLD_CITY,MORNING,MEDIUM,35,0.8
Delhi,URBAN,AFTERNOON,LOW,21,0.87
Mumbai,OLD_CITY,MORNING,MEDIUM,69,0.28
Hyderabad,URBAN,EVENING,HIGH,19,0.51
Hyderabad,OLD_CITY,MORNING,MEDIUM,10,0.63
Delhi,URBAN,MORNING,HIGH,11,0.94
Mumbai,OLD_CITY,AFTERNOON,LOW,16,0.85
Kolkata,URBAN,AFTERNOON,LOW,25,0.56
Mumbai,URBAN,EVENING,HIGH,64,0.74
Chennai,URBAN,MORNING,MEDIUM,69,0.14
Delhi,OLD_CITY,EVENING,MEDIUM,15,0.45
Bengaluru,OLD_CITY,MORNING,LOW,36,0.5
Mumbai,URBAN,EVENING,LOW,61,0.62
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,40,0.99
Pune,OLD_CITY,AFTERNOON,MEDIUM,79,0.37
Mumbai,OLD_CITY,AFTERNOON,HIGH,64,0.22
Delhi,OLD_CITY,EVENING,HIGH,25,0.33
Hyderabad,OLD_CITY,EVENING,HIGH,18,0.31
Delhi,URBAN,MORNING,MEDIUM,19,0.83
Delhi,OLD_CITY,AFTERNOON,HIGH,67,0.3
Mumbai,URBAN,AFTERNOON,HIGH,62,0.54
Pune,OLD_CITY,AFTERNOON,LOW,58,0.78
Chennai,URBAN,AFTERNOON,LOW,31,0.57
Bengaluru,URBAN,AFTERNOON,HIGH,27,0.98
Pune,URBAN,AFTERNOON,MEDIUM,66,0.34
Delhi,URBAN,MORNING,MEDIUM,0,0.17
Pune,URBAN,EVENING,MEDIUM,7,0.19
Pune,URBAN,AFTERNOON,MEDIUM,9,0.54
Bengaluru,OLD_CITY,EVENING,LOW,20,0.66
Kolkata,URBAN,EVENING,MEDIUM,89,0.5
Bengaluru,URBAN,MORNING,HIGH,40,0.66
Chennai,URBAN,AFTERNOON,HIGH,67,0.44
Kolkata,URBAN,MORNING,MEDIUM,6,0.47
Pune,URBAN,AFTERNOON,MEDIUM,12,0.48
Hyderabad,URBAN,EVENING,MEDIUM,44,0.79
Mumbai,OLD_CITY,EVENING,MEDIUM,26,0.49
Bengaluru,OLD_CITY,EVENING,MEDIUM,49,0.19
Mumbai,OLD_CITY,AFTERNOON,LOW,70,0.13
Hyderabad,URBAN,EVENING,LOW,14,0.88
Delhi,URBAN,EVENING,HIGH,70,0.65
Hyderabad,OLD_CITY,MORNING,LOW,57,0.36
Kolkata,OLD_CITY,EVENING,HIGH,61,0.13
Mumbai,URBAN,AFTERNOON,HIGH,30,0.91
Bengaluru,OLD_CITY,EVENING,HIGH,3,0.39
Mumbai,URBAN,MORNING,MEDIUM,13,0.39
Chennai,OLD_CITY,MORNING,LOW,36,0.85
Pune,URBAN,EVENING,LOW,55,0.24
Delhi,OLD_CITY,EVENING,LOW,16,0.49
Delhi,OLD_CITY,AFTERNOON,HIGH,70,0.63
Kolkata,URBAN,MORNING,HIGH,80,0.51
Mumbai,OLD_CITY,MORNING,MEDIUM,45,0.56
Chennai,OLD_CITY,AFTERNOON,MEDIUM,75,0.65
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,20,0.44
Bengaluru,URBAN,AFTERNOON,LOW,77,0.95
Mumbai,URBAN,MORNING,LOW,50,0.84
Hyderabad,OLD_CITY,MORNING,MEDIUM,57,0.14
Chennai,URBAN,EVENING,HIGH,65,0.73
Chennai,URBAN,AFTERNOON,HIGH,60,0.35
Pune,URBAN,MORNING,HIGH,64,0.72
Mumbai,URBAN,EVENING,HIGH,2,0.78
Hyderabad,URBAN,EVENING,HIGH,6,0.75
Delhi,URBAN,AFTERNOON,MEDIUM,30,0.19
Hyderabad,URBAN,MORNING,HIGH,51,0.64
Hyderabad,URBAN,EVENING,MEDIUM,38,0.57
Delhi,OLD_CITY,EVENING,MEDIUM,22,0.65
Mumbai,URBAN,MORNING,MEDIUM,20,0.32
Bengaluru,OLD_CITY,MORNING,MEDIUM,0,0.77
Delhi,OLD_CITY,EVENING,LOW,80,0.45
Pune,URBAN,EVENING,MEDIUM,48,0.82
Kolkata,OLD_CITY,MORNING,LOW,35,0.85
Kolkata,OLD_CITY,MORNING,LOW,43,0.77
Kolkata,OLD_CITY,AFTERNOON,LOW,72,0.8
Pune,OLD_CITY,EVENING,MEDIUM,21,0.42
Kolkata,OLD_CITY,EVENING,HIGH,57,0.68
Chennai,URBAN,AFTERNOON,MEDIUM,71,0.28
Hyderabad,OLD_CITY,EVENING,LOW,42,0.76
Pune,OLD_CITY,AFTERNOON,HIGH,57,0.85
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,46,0.52
Delhi,URBAN,MORNING,MEDIUM,12,0.95
Bengaluru,OLD_CITY,EVENING,LOW,44,0.66
Delhi,URBAN,AFTERNOON,HIGH,47,0.29
Delhi,URBAN,AFTERNOON,HIGH,1,0.58
Mumbai,OLD_CITY,EVENING,MEDIUM,13,0.45
Chennai,URBAN,MORNING,LOW,45,0.97
Mumbai,URBAN,MORNING,LOW,60,0.43
Pune,URBAN,EVENING,MEDIUM,42,0.42
Delhi,OLD_CITY,MORNING,MEDIUM,57,0.57
Chennai,URBAN,MORNING,LOW,55,0.78
Bengaluru,OLD_CITY,EVENING,HIGH,31,0.46
Pune,URBAN,EVENING,MEDIUM,56,0.15
Mumbai,OLD_CITY,MORNING,LOW,42,0.91
Hyderabad,URBAN,MORNING,LOW,28,0.78
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,2,0.74
Chennai,OLD_CITY,AFTERNOON,MEDIUM,10,0.51
Hyderabad,OLD_CITY,MORNING,HIGH,49,0.57
Delhi,OLD_CITY,MORNING,MEDIUM,52,0.95
Bengaluru,OLD_CITY,MORNING,LOW,61,0.26
Pune,OLD_CITY,MORNING,MEDIUM,0,0.82
Kolkata,OLD_CITY,AFTERNOON,HIGH,22,0.39
Hyderabad,URBAN,MORNING,LOW,64,0.96
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,86,0.95
Pune,OLD_CITY,MORNING,MEDIUM,32,0.95
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,82,0.67
Chennai,URBAN,AFTERNOON,MEDIUM,55,0.56
Bengaluru,OLD_CITY,MORNING,MEDIUM,19,0.34
Chennai,OLD_CITY,MORNING,MEDIUM,25,0.27
Bengaluru,OLD_CITY,AFTERNOON,HIGH,7,0.28
Kolkata,URBAN,MORNING,MEDIUM,65,0.14
Bengaluru,OLD_CITY,MORNING,LOW,31,0.17
Kolkata,URBAN,MORNING,LOW,43,0.82
Kolkata,OLD_CITY,AFTERNOON,HIGH,59,0.26
Bengaluru,URBAN,MORNING,HIGH,2,0.47
Delhi,OLD_CITY,MORNING,MEDIUM,42,0.34
Kolkata,OLD_CITY,AFTERNOON,LOW,77,0.16
Pune,OLD_CITY,EVENING,MEDIUM,61,0.17
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,34,0.81
Pune,URBAN,EVENING,LOW,81,0.52
Pune,OLD_CITY,EVENING,MEDIUM,53,0.97
Pune,URBAN,AFTERNOON,HIGH,61,1.0
Pune,URBAN,EVENING,MEDIUM,18,0.39
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,75,0.77
Mumbai,URBAN,AFTERNOON,HIGH,26,0.41
Chennai,URBAN,AFTERNOON,MEDIUM,1,0.14
Chennai,URBAN,AFTERNOON,HIGH,35,0.33
Chennai,URBAN,EVENING,LOW,84,0.5
Delhi,URBAN,MORNING,LOW,47,0.85
Delhi,OLD_CITY,AFTERNOON,LOW,3,0.5
Chennai,OLD_CITY,MORNING,LOW,11,0.43
Pune,OLD_CITY,AFTERNOON,MEDIUM,87,0.59
Kolkata,OLD_CITY,EVENING,LOW,56,0.49
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,72,0.98
Kolkata,OLD_CITY,AFTERNOON,HIGH,34,0.6
Pune,OLD_CITY,MORNING,MEDIUM,20,0.11
Bengaluru,OLD_CITY,EVENING,LOW,38,0.27
Chennai,URBAN,EVENING,LOW,41,0.62
Bengaluru,URBAN,MORNING,MEDIUM,82,0.89
Hyderabad,URBAN,MORNING,HIGH,36,0.82
Pune,URBAN,MORNING,MEDIUM,16,0.19
Pune,OLD_CITY,MORNING,HIGH,89,0.93
Chennai,OLD_CITY,MORNING,MEDIUM,6,0.73
Hyderabad,URBAN,AFTERNOON,HIGH,39,0.27
Pune,OLD_CITY,MORNING,HIGH,43,0.75
Chennai,OLD_CITY,EVENING,HIGH,9,0.86
Mumbai,URBAN,EVENING,MEDIUM,38,0.52
Bengaluru,URBAN,EVENING,LOW,10,0.17
Pune,URBAN,AFTERNOON,LOW,21,0.57
Delhi,URBAN,AFTERNOON,HIGH,48,0.49
Pune,OLD_CITY,MORNING,MEDIUM,42,0.12
Bengaluru,URBAN,AFTERNOON,MEDIUM,42,0.3
Bengaluru,OLD_CITY,AFTERNOON,LOW,18,0.12
Delhi,URBAN,AFTERNOON,MEDIUM,12,0.42
Hyderabad,OLD_CITY,MORNING,HIGH,70,0.13
Delhi,URBAN,EVENING,LOW,19,0.31
Bengaluru,URBAN,MORNING,MEDIUM,44,0.22
Pune,OLD_CITY,EVENING,LOW,45,0.94
Delhi,URBAN,EVENING,LOW,81,0.36
Kolkata,URBAN,MORNING,MEDIUM,27,0.33
Delhi,URBAN,AFTERNOON,HIGH,41,0.33
Hyderabad,URBAN,EVENING,MEDIUM,37,0.97
Hyderabad,OLD_CITY,MORNING,MEDIUM,34,0.14
Hyderabad,URBAN,MORNING,MEDIUM,80,0.42
Delhi,URBAN,EVENING,LOW,69,0.28
Hyderabad,OLD_CITY,AFTERNOON,HIGH,89,0.12
Chennai,URBAN,AFTERNOON,HIGH,24,0.27
Delhi,URBAN,AFTERNOON,LOW,21,0.87
Mumbai,URBAN,EVENING,LOW,38,0.65
Kolkata,URBAN,EVENING,LOW,24,0.63
Bengaluru,URBAN,MORNING,MEDIUM,40,0.78
Pune,URBAN,MORNING,LOW,51,0.94
Delhi,URBAN,EVENING,MEDIUM,49,0.67
Mumbai,OLD_CITY,MORNING,MEDIUM,12,0.43
Mumbai,URBAN,EVENING,LOW,1,0.22
Chennai,URBAN,AFTERNOON,LOW,79,0.31
Mumbai,URBAN,EVENING,LOW,44,0.4
Pune,URBAN,AFTERNOON,MEDIUM,28,0.39
Bengaluru,OLD_CITY,MORNING,LOW,84,0.38
Bengaluru,URBAN,AFTERNOON,HIGH,33,0.21
Mumbai,OLD_CITY,EVENING,MEDIUM,1,0.96
Pune,URBAN,EVENING,HIGH,77,0.5
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,20,0.36
Hyderabad,OLD_CITY,AFTERNOON,HIGH,9,0.38
Pune,OLD_CITY,MORNING,LOW,74,0.55
Chennai,OLD_CITY,EVENING,HIGH,73,0.43
Hyderabad,URBAN,MORNING,LOW,83,0.6
Pune,OLD_CITY,AFTERNOON,LOW,22,0.85
Chennai,URBAN,AFTERNOON,MEDIUM,59,0.76
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,38,0.68
Delhi,URBAN,EVENING,HIGH,53,0.97
Delhi,URBAN,MORNING,HIGH,75,0.32
Chennai,OLD_CITY,AFTERNOON,LOW,64,0.43
Chennai,URBAN,EVENING,HIGH,50,0.83
Pune,OLD_CITY,EVENING,LOW,69,0.86
Mumbai,OLD_CITY,MORNING,MEDIUM,78,0.68
Bengaluru,URBAN,MORNING,MEDIUM,14,0.81
Pune,URBAN,MORNING,HIGH,1,0.36
Chennai,URBAN,EVENING,LOW,5,1.0
Mumbai,URBAN,EVENING,MEDIUM,23,0.85
Chennai,URBAN,EVENING,LOW,88,0.59
Hyderabad,OLD_CITY,EVENING,HIGH,34,0.79
Chennai,URBAN,EVENING,MEDIUM,11,0.83
Delhi,URBAN,AFTERNOON,MEDIUM,44,0.54
Mumbai,OLD_CITY,MORNING,MEDIUM,85,0.93
Delhi,URBAN,MORNING,LOW,74,0.93
Bengaluru,URBAN,MORNING,HIGH,26,0.86
Delhi,URBAN,AFTERNOON,MEDIUM,62,0.98
Kolkata,URBAN,MORNING,MEDIUM,28,0.33
Kolkata,URBAN,AFTERNOON,MEDIUM,1,0.7
Hyderabad,OLD_CITY,EVENING,HIGH,7,0.96
Mumbai,URBAN,EVENING,HIGH,1,0.96
Pune,OLD_CITY,EVENING,LOW,11,0.96
Kolkata,URBAN,AFTERNOON,LOW,8,0.72
Delhi,OLD_CITY,AFTERNOON,LOW,84,0.59
Kolkata,OLD_CITY,EVENING,MEDIUM,28,0.37
Pune,OLD_CITY,AFTERNOON,LOW,87,0.9
Chennai,OLD_CITY,EVENING,MEDIUM,14,0.72
Pune,OLD_CITY,MORNING,LOW,71,0.49
Hyderabad,URBAN,AFTERNOON,MEDIUM,23,0.19
Bengaluru,OLD_CITY,AFTERNOON,HIGH,53,0.12
Pune,OLD_CITY,AFTERNOON,LOW,58,0.9
Bengaluru,URBAN,EVENING,MEDIUM,39,1.0
Delhi,OLD_CITY,EVENING,LOW,8,0.6
Hyderabad,URBAN,MORNING,HIGH,41,0.59
Chennai,OLD_CITY,MORNING,LOW,28,0.56
Pune,URBAN,AFTERNOON,LOW,14,0.99
Chennai,OLD_CITY,AFTERNOON,LOW,52,0.31
Pune,OLD_CITY,MORNING,MEDIUM,16,0.52
Chennai,OLD_CITY,EVENING,MEDIUM,66,0.79
Mumbai,OLD_CITY,AFTERNOON,LOW,32,0.38
Mumbai,OLD_CITY,AFTERNOON,LOW,67,0.72
Mumbai,OLD_CITY,MORNING,HIGH,65,0.99
Chennai,URBAN,AFTERNOON,MEDIUM,49,0.69
Delhi,URBAN,AFTERNOON,HIGH,54,0.48
Delhi,OLD_CITY,MORNING,HIGH,58,0.42
Pune,OLD_CITY,EVENING,HIGH,55,0.71
Kolkata,OLD_CITY,MORNING,LOW,63,0.7
Mumbai,OLD_CITY,MORNING,MEDIUM,14,0.75
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,46,0.98
Kolkata,OLD_CITY,EVENING,HIGH,84,0.41
Hyderabad,URBAN,EVENING,MEDIUM,35,0.94
Hyderabad,URBAN,EVENING,HIGH,75,0.66
Chennai,URBAN,MORNING,LOW,69,0.97
Bengaluru,OLD_CITY,EVENING,HIGH,40,0.59
Chennai,URBAN,MORNING,HIGH,18,0.72
Delhi,URBAN,AFTERNOON,MEDIUM,74,0.22
Pune,OLD_CITY,EVENING,MEDIUM,79,0.34
Chennai,URBAN,EVENING,HIGH,15,0.78
Kolkata,OLD_CITY,MORNING,HIGH,29,1.0
Chennai,OLD_CITY,MORNING,MEDIUM,54,0.52
Mumbai,OLD_CITY,MORNING,LOW,47,0.1
Kolkata,URBAN,MORNING,MEDIUM,7,0.33
Mumbai,URBAN,AFTERNOON,MEDIUM,19,0.53
Delhi,URBAN,AFTERNOON,HIGH,81,0.35
Bengaluru,OLD_CITY,MORNING,LOW,54,0.21
Delhi,URBAN,MORNING,MEDIUM,14,1.0
Kolkata,OLD_CITY,EVENING,MEDIUM,1,0.66
Hyderabad,OLD_CITY,MORNING,HIGH,46,0.57
Delhi,OLD_CITY,EVENING,LOW,24,0.45
Chennai,OLD_CITY,AFTERNOON,MEDIUM,36,0.47
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,12,0.5
Bengaluru,URBAN,EVENING,MEDIUM,79,0.96
Hyderabad,OLD_CITY,MORNING,MEDIUM,7,0.88
Kolkata,URBAN,MORNING,MEDIUM,39,0.63
Kolkata,OLD_CITY,EVENING,LOW,28,0.16
Mumbai,OLD_CITY,MORNING,HIGH,59,0.22
Chennai,URBAN,MORNING,LOW,66,0.26
Pune,URBAN,EVENING,MEDIUM,52,0.38
Mumbai,OLD_CITY,MORNING,MEDIUM,50,0.94
Delhi,URBAN,EVENING,MEDIUM,12,0.76
Bengaluru,OLD_CITY,EVENING,LOW,33,0.14
Kolkata,OLD_CITY,MORNING,MEDIUM,29,0.64
Kolkata,URBAN,MORNING,LOW,53,0.63
Delhi,URBAN,MORNING,HIGH,41,0.77
Bengaluru,OLD_CITY,EVENING,MEDIUM,25,0.79
Hyderabad,URBAN,AFTERNOON,HIGH,38,0.15
Kolkata,OLD_CITY,MORNING,MEDIUM,13,0.71
Mumbai,URBAN,AFTERNOON,MEDIUM,38,0.12
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,50,0.46
Hyderabad,OLD_CITY,MORNING,LOW,45,0.9
Pune,URBAN,AFTERNOON,MEDIUM,32,0.1
Bengaluru,URBAN,AFTERNOON,MEDIUM,22,0.69
Delhi,OLD_CITY,EVENING,MEDIUM,16,0.97
Hyderabad,URBAN,AFTERNOON,MEDIUM,20,0.51
Chennai,OLD_CITY,AFTERNOON,MEDIUM,16,0.73
Chennai,URBAN,AFTERNOON,LOW,59,0.77
Mumbai,OLD_CITY,AFTERNOON,HIGH,43,0.48
Delhi,OLD_CITY,MORNING,HIGH,72,0.15
Bengaluru,OLD_CITY,AFTERNOON,LOW,27,0.67
Kolkata,OLD_CITY,MORNING,HIGH,57,0.97
Pune,URBAN,MORNING,MEDIUM,47,0.3
Hyderabad,OLD_CITY,MORNING,HIGH,11,0.23
Hyderabad,OLD_CITY,MORNING,MEDIUM,70,0.69
Chennai,URBAN,AFTERNOON,LOW,37,0.64
Bengaluru,URBAN,AFTERNOON,LOW,55,0.56
Hyderabad,URBAN,AFTERNOON,LOW,5,0.58
Hyderabad,URBAN,MORNING,MEDIUM,41,0.11
Delhi,OLD_CITY,AFTERNOON,LOW,59,0.42
Delhi,URBAN,MORNING,MEDIUM,60,0.93
Mumbai,URBAN,MORNING,MEDIUM,20,0.3
Kolkata,URBAN,MORNING,HIGH,86,0.28
Bengaluru,URBAN,MORNING,MEDIUM,70,0.97
Chennai,OLD_CITY,AFTERNOON,MEDIUM,83,0.69
Delhi,URBAN,AFTERNOON,MEDIUM,65,0.92
Pune,URBAN,AFTERNOON,LOW,21,0.99
Hyderabad,OLD_CITY,EVENING,MEDIUM,1,0.19
Pune,OLD_CITY,EVENING,MEDIUM,31,0.83
Chennai,URBAN,MORNING,LOW,75,0.55
Kolkata,OLD_CITY,EVENING,LOW,15,0.12
Pune,URBAN,AFTERNOON,MEDIUM,84,0.76
Bengaluru,OLD_CITY,EVENING,HIGH,41,0.22
Kolkata,OLD_CITY,MORNING,MEDIUM,56,0.2
Hyderabad,OLD_CITY,MORNING,MEDIUM,34,0.76
Kolkata,URBAN,MORNING,HIGH,60,0.16
Delhi,OLD_CITY,EVENING,MEDIUM,37,0.31
Pune,OLD_CITY,MORNING,HIGH,88,0.11
Hyderabad,URBAN,MORNING,HIGH,72,0.4
Mumbai,OLD_CITY,AFTERNOON,LOW,3,0.26
Hyderabad,OLD_CITY,AFTERNOON,LOW,81,0.64
Chennai,URBAN,MORNING,MEDIUM,46,0.23
Bengaluru,URBAN,AFTERNOON,MEDIUM,24,0.51
Kolkata,OLD_CITY,EVENING,MEDIUM,38,0.94
Chennai,OLD_CITY,EVENING,MEDIUM,60,0.69
Kolkata,OLD_CITY,MORNING,MEDIUM,60,0.9
Chennai,URBAN,EVENING,MEDIUM,85,0.4
Pune,OLD_CITY,EVENING,MEDIUM,88,0.64
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,35,0.58
Kolkata,OLD_CITY,MORNING,MEDIUM,52,0.87
Kolkata,OLD_CITY,AFTERNOON,LOW,72,0.65
Kolkata,OLD_CITY,EVENING,LOW,79,0.15
Kolkata,OLD_CITY,AFTERNOON,HIGH,73,0.1
Pune,URBAN,EVENING,MEDIUM,13,0.4
Delhi,URBAN,EVENING,LOW,23,0.69
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,33,0.62
Bengaluru,URBAN,EVENING,MEDIUM,6,0.44
Kolkata,URBAN,MORNING,MEDIUM,67,0.78
Bengaluru,URBAN,AFTERNOON,LOW,52,0.42
Hyderabad,URBAN,EVENING,LOW,50,0.57
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,30,0.46
Kolkata,URBAN,EVENING,MEDIUM,59,0.11
Delhi,URBAN,AFTERNOON,HIGH,85,0.91
Kolkata,URBAN,EVENING,HIGH,77,0.7
Kolkata,URBAN,EVENING,LOW,40,0.42
Delhi,OLD_CITY,MORNING,LOW,72,0.77
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,41,0.4
Mumbai,URBAN,AFTERNOON,HIGH,26,0.54
Mumbai,OLD_CITY,AFTERNOON,HIGH,18,0.62
Bengaluru,URBAN,AFTERNOON,HIGH,8,0.22
Delhi,OLD_CITY,MORNING,MEDIUM,69,0.3
Delhi,URBAN,EVENING,LOW,33,0.87
Bengaluru,OLD_CITY,EVENING,LOW,79,0.33
Mumbai,OLD_CITY,AFTERNOON,HIGH,41,0.22
Bengaluru,OLD_CITY,AFTERNOON,HIGH,78,1.0
Bengaluru,URBAN,EVENING,LOW,66,0.66
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,53,0.73
Pune,URBAN,EVENING,MEDIUM,50,0.48
Chennai,URBAN,EVENING,HIGH,53,0.31
Mumbai,URBAN,MORNING,HIGH,14,0.11
Hyderabad,OLD_CITY,MORNING,MEDIUM,87,0.16
