delivery_event_id,shipment_id,delivery_outcome,failure_reason,human_override_flag,delivery_delay_minutes
EVT011539,SHP011539,Delivered,Address Issue,False,32
EVT011540,SHP011540,Delayed,None,False,16
EVT011541,SHP011541,Delayed,Address Issue,False,243
EVT011542,SHP011542,Delivered,Address Issue,False,79
EVT011543,SHP011543,Delivered,None,False,40
EVT011544,SHP011544,Delivered,Address Issue,False,183
EVT011545,SHP011545,Delivered,None,False,292
EVT011546,SHP011546,Delivered,Customer Unavailable,False,125
EVT011547,SHP011547,Delayed,Address Issue,True,191
EVT011548,SHP011548,Delayed,None,False,273
EVT011549,SHP011549,Delivered,Customer Unavailable,False,52
EVT011550,SHP011550,Delivered,Address Issue,False,78
EVT011551,SHP011551,Delivered,Weather,False,64
EVT011552,SHP011552,Delayed,Customer Unavailable,False,225
EVT011553,SHP011553,Delivered,Customer Unavailable,False,169
EVT011554,SHP011554,Delivered,Traffic,False,211
EVT011555,SHP011555,Delivered,Weather,False,228
EVT011556,SHP011556,Delivered,None,False,227
EVT011557,SHP011557,Delivered,Address Issue,False,162
EVT011558,SHP011558,Delayed,Customer Unavailable,False,257
EVT011559,SHP011559,Delivered,Address Issue,False,101
EVT011560,SHP011560,Delayed,Traffic,False,68
EVT011561,SHP011561,Delayed,Customer Unavailable,False,116
EVT011562,SHP011562,Delayed,Address Issue,False,179
EVT011563,SHP011563,Delayed,None,False,13
EVT011564,SHP011564,Delivered,Weather,False,98
EVT011565,SHP011565,Delivered,Address Issue,False,238
EVT011566,SHP011566,Failed,None,False,11
EVT011567,SHP011567,Delivered,None,True,69
EVT011568,SHP011568,Delayed,Customer Unavailable,False,106
EVT011569,SHP011569,Delayed,None,False,222
EVT011570,SHP011570,Delivered,None,True,247
EVT011571,SHP011571,Delivered,Address Issue,False,168
EVT011572,SHP011572,Delivered,Traffic,False,7
EVT011573,SHP011573,Delivered,None,True,150
EVT011574,SHP011574,Delivered,Traffic,True,161
EVT011575,SHP011575,Delayed,Weather,False,47
EVT011576,SHP011576,Delayed,Customer Unavailable,False,76
EVT011577,SHP011577,Delivered,Address Issue,False,47
EVT011578,SHP011578,Delivered,Address Issue,False,130
EVT011579,SHP011579,Delivered,Customer Unavailable,False,35
EVT011580,SHP011580,Delivered,None,True,59
EVT011581,SHP011581,Delayed,None,False,156
EVT011582,SHP011582,Delivered,Address Issue,False,30
EVT011583,SHP011583,Delivered,None,True,141
EVT011584,SHP011584,Delivered,Address Issue,False,131
EVT011585,SHP011585,Delivered,Traffic,True,192
EVT011586,SHP011586,Delivered,Customer Unavailable,True,92
EVT011587,SHP011587,Delivered,Customer Unavailable,False,85
EVT011588,SHP011588,Delivered,Customer Unavailable,True,57
EVT011589,SHP011589,Delivered,Customer Unavailable,False,255
EVT011590,SHP011590,Delayed,Weather,True,234
EVT011591,SHP011591,Delivered,Traffic,False,122
EVT011592,SHP011592,Delivered,Address Issue,False,167
EVT011593,SHP011593,Delayed,Customer Unavailable,False,256
EVT011594,SHP011594,Delivered,Customer Unavailable,False,186
EVT011595,SHP011595,Delivered,None,False,145
EVT011596,SHP011596,Failed,Customer Unavailable,True,147
EVT011597,SHP011597,Failed,None,False,48
EVT011598,SHP011598,Delivered,None,False,265
EVT011599,SHP011599,Failed,Customer Unavailable,False,72
EVT011600,SHP011600,Delivered,Address Issue,False,136
EVT011601,SHP011601,Delivered,Address Issue,False,299
EVT011602,SHP011602,Delivered,Customer Unavailable,False,118
EVT011603,SHP011603,Delayed,Weather,False,82
EVT011604,SHP011604,Delivered,None,True,9
EVT011605,SHP011605,Delivered,Address Issue,False,171
EVT011606,SHP011606,Delayed,Customer Unavailable,True,67
EVT011607,SHP011607,Delivered,Traffic,False,208
EVT011608,SHP011608,Failed,Traffic,False,34
EVT011609,SHP011609,Delivered,Traffic,False,186
EVT011610,SHP011610,Delivered,Customer Unavailable,False,228
EVT011611,SHP011611,Delivered,Traffic,False,112
EVT011612,SHP011612,Delivered,Weather,False,181
EVT011613,SHP011613,Delayed,Address Issue,True,121
EVT011614,SHP011614,Delivered,None,True,149
EVT011615,SHP011615,Delivered,Customer Unavailable,True,101
EVT011616,SHP011616,Failed,None,False,124
EVT011617,SHP011617,Delivered,Customer Unavailable,False,214
EVT011618,SHP011618,Delivered,Weather,False,213
EVT011619,SHP011619,Delivered,Address Issue,False,136
EVT011620,SHP011620,Delivered,None,True,59
EVT011621,SHP011621,Delayed,Address Issue,True,100
EVT011622,SHP011622,Delivered,Address Issue,False,291
EVT011623,SHP011623,Delayed,Customer Unavailable,True,130
EVT011624,SHP011624,Delivered,Customer Unavailable,True,227
EVT011625,SHP011625,Delivered,Address Issue,False,253
EVT011626,SHP011626,Delayed,Weather,False,158
EVT011627,SHP011627,Delivered,Weather,False,38
EVT011628,SHP011628,Delivered,None,False,278
EVT011629,SHP011629,Delayed,Weather,False,94
EVT011630,SHP011630,Delivered,None,False,22
EVT011631,SHP011631,Delivered,Address Issue,False,236
EVT011632,SHP011632,Delayed,None,False,242
EVT011633,SHP011633,Delivered,Address Issue,False,134
EVT011634,SHP011634,Delivered,Traffic,False,154
EVT011635,SHP011635,Failed,Weather,True,151
EVT011636,SHP011636,Delivered,Weather,False,184
EVT011637,SHP011637,Failed,Weather,True,20
EVT011638,SHP011638,Delivered,None,False,173
EVT011639,SHP011639,Failed,Customer Unavailable,True,200
EVT011640,SHP011640,Delivered,Customer Unavailable,False,296
EVT011641,SHP011641,Delayed,Customer Unavailable,False,155
EVT011642,SHP011642,Delivered,Address Issue,False,216
EVT011643,SHP011643,Delivered,Customer Unavailable,True,268
EVT011644,SHP011644,Delivered,Customer Unavailable,False,1
EVT011645,SHP011645,Delivered,Customer Unavailable,False,105
EVT011646,SHP011646,Delivered,None,False,16
EVT011647,SHP011647,Delivered,Weather,False,172
EVT011648,SHP011648,Delayed,None,False,272
EVT011649,SHP011649,Delivered,Address Issue,False,26
EVT011650,SHP011650,Delivered,Address Issue,False,266
EVT011651,SHP011651,Delayed,Weather,False,68
EVT011652,SHP011652,Delayed,Weather,True,247
EVT011653,SHP011653,Delivered,Customer Unavailable,False,231
EVT011654,SHP011654,Delivered,Customer Unavailable,False,169
EVT011655,SHP011655,Delivered,Traffic,False,210
EVT011656,SHP011656,Delivered,None,False,231
EVT011657,SHP011657,Delivered,Customer Unavailable,True,189
EVT011658,SHP011658,Delivered,None,False,49
EVT011659,SHP011659,Delayed,Traffic,False,238
EVT011660,SHP011660,Delivered,None,False,254
EVT011661,SHP011661,Delivered,Weather,False,298
EVT011662,SHP011662,Delivered,Weather,False,154
EVT011663,SHP011663,Delivered,Customer Unavailable,False,272
EVT011664,SHP011664,Delivered,Address Issue,False,251
EVT011665,SHP011665,Delivered,Customer Unavailable,True,70
EVT011666,SHP011666,Failed,Weather,False,166
EVT011667,SHP011667,Delivered,Customer Unavailable,False,145
EVT011668,SHP011668,Delivered,Traffic,False,203
EVT011669,SHP011669,Delivered,Traffic,False,71
EVT011670,SHP011670,Delivered,None,False,267
EVT011671,SHP011671,Delivered,None,True,283
EVT011672,SHP011672,Delivered,Customer Unavailable,True,138
EVT011673,SHP011673,Delivered,None,True,27
EVT011674,SHP011674,Delivered,Address Issue,False,290
EVT011675,SHP011675,Delivered,Traffic,False,1
EVT011676,SHP011676,Delayed,Address Issue,False,88
EVT011677,SHP011677,Delivered,Weather,False,88
EVT011678,SHP011678,Delivered,Address Issue,False,193
EVT011679,SHP011679,Delivered,Weather,False,179
EVT011680,SHP011680,Delivered,Customer Unavailable,True,241
EVT011681,SHP011681,Delayed,Weather,True,298
EVT011682,SHP011682,Delivered,None,False,164
EVT011683,SHP011683,Delivered,Traffic,False,174
EVT011684,SHP011684,Delivered,None,False,167
EVT011685,SHP011685,Delivered,Address Issue,False,26
EVT011686,SHP011686,Delivered,Customer Unavailable,False,10
EVT011687,SHP011687,Delivered,Weather,False,231
EVT011688,SHP011688,Delivered,None,False,148
EVT011689,SHP011689,Delivered,Customer Unavailable,False,122
EVT011690,SHP011690,Delivered,None,True,251
EVT011691,SHP011691,Delivered,Weather,False,52
EVT011692,SHP011692,Delivered,None,False,207
EVT011693,SHP011693,Delivered,Address Issue,False,198
EVT011694,SHP011694,Delayed,Weather,False,122
EVT011695,SHP011695,Delivered,Traffic,True,109
EVT011696,SHP011696,Delayed,None,True,66
EVT011697,SHP011697,Delivered,None,False,120
EVT011698,SHP011698,Delivered,Address Issue,False,246
EVT011699,SHP011699,Delivered,Customer Unavailable,False,36
EVT011700,SHP011700,Delivered,None,False,267
EVT011701,SHP011701,Delivered,Customer Unavailable,False,149
EVT011702,SHP011702,Delivered,Customer Unavailable,False,188
EVT011703,SHP011703,Delivered,None,False,92
EVT011704,SHP011704,Delivered,Address Issue,False,295
EVT011705,SHP011705,Delayed,Weather,False,42
EVT011706,SHP011706,Delivered,Customer Unavailable,False,88
EVT011707,SHP011707,Delayed,None,True,10
EVT011708,SHP011708,Delivered,Weather,False,139
EVT011709,SHP011709,Delivered,Weather,True,111
EVT011710,SHP011710,Failed,Customer Unavailable,False,132
EVT011711,SHP011711,Delivered,Traffic,False,41
EVT011712,SHP011712,Delivered,Address Issue,False,262
EVT011713,SHP011713,Delayed,Weather,False,63
EVT011714,SHP011714,Delivered,Customer Unavailable,False,262
EVT011715,SHP011715,Delivered,Weather,False,194
EVT011716,SHP011716,Failed,None,False,231
EVT011717,SHP011717,Delivered,None,False,261
EVT011718,SHP011718,Delivered,Customer Unavailable,False,146
EVT011719,SHP011719,Delivered,None,False,63
EVT011720,SHP011720,Delivered,Customer Unavailable,False,200
EVT011721,SHP011721,Delivered,Address Issue,False,8
EVT011722,SHP011722,Delivered,Address Issue,False,23
EVT011723,SHP011723,Delivered,Address Issue,False,47
EVT011724,SHP011724,Delivered,None,False,77
EVT011725,SHP011725,Failed,Address Issue,False,163
EVT011726,SHP011726,Delivered,Traffic,False,222
EVT011727,SHP011727,Delivered,None,True,151
EVT011728,SHP011728,Delivered,None,False,40
EVT011729,SHP011729,Delivered,Customer Unavailable,False,125
EVT011730,SHP011730,Delayed,Weather,False,228
EVT011731,SHP011731,Delivered,Weather,True,3
EVT011732,SHP011732,Delivered,None,False,230
EVT011733,SHP011733,Failed,None,False,85
EVT011734,SHP011734,Delivered,Weather,False,162
EVT011735,SHP011735,Delivered,Traffic,False,179
EVT011736,SHP011736,Delivered,None,True,47
EVT011737,SHP011737,Delivered,Address Issue,False,11
EVT011738,SHP011738,Delivered,Weather,False,115
EVT011739,SHP011739,Delivered,None,False,236
EVT011740,SHP011740,Delivered,Weather,True,264
EVT011741,SHP011741,Delivered,Weather,False,89
EVT011742,SHP011742,Delayed,None,False,100
EVT011743,SHP011743,Delayed,None,False,67
EVT011744,SHP011744,Delivered,None,False,220
EVT011745,SHP011745,Delivered,Address Issue,False,263
EVT011746,SHP011746,Delivered,None,False,126
EVT011747,SHP011747,Delivered,Customer Unavailable,False,152
EVT011748,SHP011748,Delivered,None,False,12
EVT011749,SHP011749,Delivered,Address Issue,False,246
EVT011750,SHP011750,Delivered,Address Issue,False,293
EVT011751,SHP011751,Delivered,None,False,257
EVT011752,SHP011752,Delivered,Weather,False,127
EVT011753,SHP011753,Delivered,Customer Unavailable,False,75
EVT011754,SHP011754,Delayed,None,False,231
EVT011755,SHP011755,Delivered,Weather,False,208
EVT011756,SHP011756,Delivered,Customer Unavailable,False,184
EVT011757,SHP011757,Delivered,Customer Unavailable,False,247
EVT011758,SHP011758,Delayed,None,True,21
EVT011759,SHP011759,Delivered,None,True,244
EVT011760,SHP011760,Delayed,None,False,48
EVT011761,SHP011761,Delivered,None,False,286
EVT011762,SHP011762,Delayed,Weather,False,147
EVT011763,SHP011763,Delivered,None,False,9
EVT011764,SHP011764,Failed,Weather,True,91
EVT011765,SHP011765,Delayed,Customer Unavailable,False,197
EVT011766,SHP011766,Delivered,Customer Unavailable,False,239
EVT011767,SHP011767,Delivered,Customer Unavailable,True,190
EVT011768,SHP011768,Delivered,Address Issue,False,109
EVT011769,SHP011769,Delivered,Traffic,False,216
EVT011770,SHP011770,Delayed,Customer Unavailable,False,67
EVT011771,SHP011771,Delivered,Customer Unavailable,False,219
EVT011772,SHP011772,Failed,None,False,208
EVT011773,SHP011773,Failed,None,False,297
EVT011774,SHP011774,Delivered,Customer Unavailable,False,197
EVT011775,SHP011775,Delivered,Traffic,False,263
EVT011776,SHP011776,Delivered,Address Issue,True,161
EVT011777,SHP011777,Delivered,Address Issue,False,2
EVT011778,SHP011778,Delayed,None,False,186
EVT011779,SHP011779,Delivered,None,False,3
EVT011780,SHP011780,Delivered,Customer Unavailable,False,172
EVT011781,SHP011781,Delivered,None,True,258
EVT011782,SHP011782,Delayed,Customer Unavailable,False,244
EVT011783,SHP011783,Delayed,Customer Unavailable,False,0
EVT011784,SHP011784,Delayed,Address Issue,False,276
EVT011785,SHP011785,Delivered,Weather,False,265
EVT011786,SHP011786,Delivered,Customer Unavailable,True,277
EVT011787,SHP011787,Delivered,Traffic,False,64
EVT011788,SHP011788,Delivered,None,False,132
EVT011789,SHP011789,Delivered,Weather,False,159
EVT011790,SHP011790,Delivered,Address Issue,False,148
EVT011791,SHP011791,Delivered,None,False,164
EVT011792,SHP011792,Delayed,Weather,False,234
EVT011793,SHP011793,Failed,Address Issue,False,43
EVT011794,SHP011794,Delivered,Weather,False,176
EVT011795,SHP011795,Delivered,None,False,165
EVT011796,SHP011796,Delivered,Weather,False,174
EVT011797,SHP011797,Delivered,Traffic,False,230
EVT011798,SHP011798,Delayed,None,False,165
EVT011799,SHP011799,Delivered,Address Issue,False,120
EVT011800,SHP011800,Delivered,None,False,192
EVT011801,SHP011801,Delivered,Address Issue,False,197
EVT011802,SHP011802,Delivered,Traffic,False,14
EVT011803,SHP011803,Delivered,Traffic,True,91
EVT011804,SHP011804,Delivered,Customer Unavailable,False,274
EVT011805,SHP011805,Delivered,None,False,67
EVT011806,SHP011806,Delivered,Customer Unavailable,False,273
EVT011807,SHP011807,Delivered,None,False,283
EVT011808,SHP011808,Delayed,Traffic,False,88
EVT011809,SHP011809,Delivered,None,False,43
EVT011810,SHP011810,Delivered,None,False,169
EVT011811,SHP011811,Delivered,Address Issue,False,87
EVT011812,SHP011812,Delivered,Address Issue,False,280
EVT011813,SHP011813,Delivered,Address Issue,True,229
EVT011814,SHP011814,Delivered,Address Issue,True,233
EVT011815,SHP011815,Delivered,None,False,206
EVT011816,SHP011816,Delivered,Weather,False,54
EVT011817,SHP011817,Delivered,Customer Unavailable,True,139
EVT011818,SHP011818,Delivered,Address Issue,False,237
EVT011819,SHP011819,Delivered,Weather,False,49
EVT011820,SHP011820,Delayed,Customer Unavailable,False,213
EVT011821,SHP011821,Delayed,None,False,246
EVT011822,SHP011822,Delivered,None,False,298
EVT011823,SHP011823,Delivered,None,False,257
EVT011824,SHP011824,Delivered,Weather,False,37
EVT011825,SHP011825,Delivered,Customer Unavailable,False,138
EVT011826,SHP011826,Delivered,None,False,281
EVT011827,SHP011827,Delayed,None,False,256
EVT011828,SHP011828,Delivered,Customer Unavailable,False,285
EVT011829,SHP011829,Delivered,Customer Unavailable,True,253
EVT011830,SHP011830,Delivered,Address Issue,False,190
EVT011831,SHP011831,Delivered,Customer Unavailable,False,23
EVT011832,SHP011832,Delivered,Customer Unavailable,False,96
EVT011833,SHP011833,Delivered,Traffic,False,251
EVT011834,SHP011834,Delivered,Customer Unavailable,False,287
EVT011835,SHP011835,Delayed,None,False,160
EVT011836,SHP011836,Delivered,Weather,False,0
EVT011837,SHP011837,Delivered,Address Issue,False,233
EVT011838,SHP011838,Delayed,Weather,False,168
EVT011839,SHP011839,Delivered,None,False,28
EVT011840,SHP011840,Delivered,Customer Unavailable,False,65
EVT011841,SHP011841,Delivered,Weather,False,293
EVT011842,SHP011842,Delivered,Weather,False,232
EVT011843,SHP011843,Delivered,Customer Unavailable,False,156
EVT011844,SHP011844,Delivered,Traffic,False,170
EVT011845,SHP011845,Delivered,Address Issue,False,232
EVT011846,SHP011846,Delivered,Customer Unavailable,False,65
EVT011847,SHP011847,Delayed,None,False,24
EVT011848,SHP011848,Delivered,Customer Unavailable,False,193
EVT011849,SHP011849,Delivered,None,False,96
EVT011850,SHP011850,Delivered,None,False,151
EVT011851,SHP011851,Delivered,Customer Unavailable,False,267
EVT011852,SHP011852,Failed,Address Issue,True,207
EVT011853,SHP011853,Delivered,Weather,False,101
EVT011854,SHP011854,Delivered,Address Issue,False,186
EVT011855,SHP011855,Delivered,Customer Unavailable,False,109
EVT011856,SHP011856,Delivered,Weather,True,271
EVT011857,SHP011857,Delayed,Customer Unavailable,False,286
EVT011858,SHP011858,Delivered,Customer Unavailable,False,47
EVT011859,SHP011859,Delayed,None,False,85
EVT011860,SHP011860,Delivered,None,False,177
EVT011861,SHP011861,Delivered,Address Issue,False,248
EVT011862,SHP011862,Delivered,Weather,False,165
EVT011863,SHP011863,Delivered,Address Issue,False,214
EVT011864,SHP011864,Delivered,None,False,170
EVT011865,SHP011865,Delivered,Weather,False,159
EVT011866,SHP011866,Failed,Customer Unavailable,False,154
EVT011867,SHP011867,Delivered,Customer Unavailable,False,92
EVT011868,SHP011868,Delayed,None,True,190
EVT011869,SHP011869,Delivered,Customer Unavailable,True,206
EVT011870,SHP011870,Delayed,Customer Unavailable,False,109
EVT011871,SHP011871,Failed,Customer Unavailable,False,68
EVT011872,SHP011872,Delivered,Address Issue,True,227
EVT011873,SHP011873,Delayed,Address Issue,False,259
EVT011874,SHP011874,Delivered,Customer Unavailable,False,191
EVT011875,SHP011875,Delivered,None,False,223
EVT011876,SHP011876,Delivered,None,False,96
EVT011877,SHP011877,Delivered,Customer Unavailable,False,94
EVT011878,SHP011878,Delivered,Weather,True,81
EVT011879,SHP011879,Delivered,Address Issue,True,35
EVT011880,SHP011880,Delivered,Address Issue,True,153
EVT011881,SHP011881,Delivered,Weather,False,253
EVT011882,SHP011882,Delivered,Customer Unavailable,False,27
EVT011883,SHP011883,Delivered,Weather,False,19
EVT011884,SHP011884,Delivered,Traffic,True,179
EVT011885,SHP011885,Delivered,Address Issue,True,198
EVT011886,SHP011886,Delivered,None,False,51
EVT011887,SHP011887,Delivered,Customer Unavailable,True,219
EVT011888,SHP011888,Delivered,Customer Unavailable,False,13
EVT011889,SHP011889,Delayed,Customer Unavailable,False,175
EVT011890,SHP011890,Delivered,None,False,82
EVT011891,SHP011891,Delivered,Traffic,False,63
EVT011892,SHP011892,Delivered,Address Issue,False,294
