weather_event_id,city,rainfall_mm,weather_severity,weather_impact_factor
WTH004994,Mumbai,1.22,Medium,29
WTH004995,Chennai,6.09,Low,11
WTH004996,Ahmedabad,0.63,Low,43
WTH004997,Hyderabad,5.95,Low,28
WTH004998,Hyderabad,1.55,Low,34
WTH004999,Mumbai,3.48,Low,38
WTH005000,Pune,0.59,Low,17
WTH005001,Mumbai,2.01,Low,41
WTH005002,Bangalore,4.61,Medium,15
WTH005003,Bangalore,9.07,Medium,25
WTH005004,Hyderabad,2.13,Medium,11
WTH005005,Delhi,4.5,Low,31
WTH005006,Chennai,4.48,Low,37
WTH005007,Pune,5.43,Low,56
WTH005008,Ahmedabad,7.1,Low,46
WTH005009,Mumbai,3.93,Low,6
WTH005010,Chennai,3.52,Low,39
WTH005011,Kolkata,4.77,High,98
WTH005012,Ahmedabad,3.15,Low,19
WTH005013,Delhi,15.62,Medium,23
WTH005014,Pune,2.74,Medium,55
WTH005015,Chennai,5.6,Medium,24
WTH005016,Ahmedabad,1.56,Medium,46
WTH005017,Delhi,1.51,Low,58
WTH005018,Kolkata,0.06,High,85
WTH005019,Chennai,6.12,Medium,57
WTH005020,Mumbai,1.23,Low,8
WTH005021,Mumbai,2.61,Low,18
WTH005022,Delhi,0.34,Low,41
WTH005023,Kolkata,0.57,Low,52
WTH005024,Bangalore,7.05,Low,35
WTH005025,Pune,6.24,Low,58
WTH005026,Ahmedabad,0.13,Medium,10
WTH005027,Ahmedabad,0.79,Low,53
WTH005028,Chennai,3.12,Medium,23
WTH005029,Bangalore,3.2,Low,53
WTH005030,Pune,1.04,Low,50
WTH005031,Pune,19.34,Low,56
WTH005032,Chennai,0.1,Low,29
WTH005033,Ahmedabad,0.57,Low,53
WTH005034,Chennai,1.1,Low,28
WTH005035,Kolkata,0.05,Low,40
WTH005036,Delhi,0.01,Low,58
WTH005037,Mumbai,7.09,Low,23
WTH005038,Ahmedabad,5.2,Low,12
WTH005039,Hyderabad,4.4,High,86
WTH005040,Chennai,18.22,Medium,10
WTH005041,Delhi,3.98,Low,48
WTH005042,Pune,1.57,Medium,24
WTH005043,Delhi,9.16,Low,51
WTH005044,Hyderabad,3.58,Low,32
WTH005045,Pune,5.58,Low,32
WTH005046,Kolkata,1.53,Medium,36
WTH005047,Kolkata,1.82,Medium,58
WTH005048,Delhi,0.17,Low,14
WTH005049,Hyderabad,9.4,Low,30
WTH005050,Pune,1.31,Medium,59
WTH005051,Pune,1.79,Low,51
WTH005052,Chennai,3.96,Low,10
WTH005053,Delhi,0.45,Low,6
WTH005054,Chennai,1.06,Medium,26
WTH005055,Pune,0.17,Low,46
WTH005056,Kolkata,2.54,Low,56
WTH005057,Hyderabad,0.64,Low,28
WTH005058,Kolkata,5.41,Low,47
WTH005059,Mumbai,1.63,Low,32
WTH005060,Chennai,3.47,Low,56
WTH005061,Kolkata,0.47,Medium,53
WTH005062,Mumbai,1.8,Low,21
WTH005063,Kolkata,0.3,Low,32
WTH005064,Mumbai,3.79,Low,16
WTH005065,Hyderabad,2.42,High,83
WTH005066,Ahmedabad,2.69,Medium,12
WTH005067,Bangalore,7.08,Low,46
WTH005068,Bangalore,0.94,Low,39
WTH005069,Mumbai,8.18,Low,31
WTH005070,Bangalore,0.34,Medium,13
WTH005071,Pune,7.35,Low,35
WTH005072,Bangalore,4.66,Low,29
WTH005073,Chennai,1.29,Low,24
WTH005074,Delhi,6.96,Low,32
WTH005075,Ahmedabad,0.42,Low,35
WTH005076,Chennai,8.89,Low,41
WTH005077,Ahmedabad,1.59,High,97
WTH005078,Pune,5.28,Low,22
WTH005079,Hyderabad,1.79,Low,14
WTH005080,Chennai,0.01,Low,5
WTH005081,Chennai,0.29,Medium,30
WTH005082,Kolkata,6.24,Medium,53
WTH005083,Delhi,0.11,Low,47
WTH005084,Ahmedabad,1.21,Low,33
WTH005085,Hyderabad,4.69,Medium,27
WTH005086,Bangalore,0.33,Low,22
WTH005087,Chennai,4.07,Medium,36
WTH005088,Bangalore,5.36,Low,40
WTH005089,Chennai,2.65,Low,40
WTH005090,Pune,3.3,Low,48
WTH005091,Pune,6.53,Low,14
WTH005092,Delhi,4.17,Low,51
WTH005093,Pune,2.97,Medium,26
WTH005094,Kolkata,0.67,Medium,11
WTH005095,Hyderabad,2.87,Low,33
WTH005096,Pune,0.4,High,73
WTH005097,Hyderabad,0.75,Low,56
WTH005098,Mumbai,4.47,Medium,41
WTH005099,Chennai,2.23,Low,59
WTH005100,Kolkata,11.89,Low,20
WTH005101,Mumbai,0.09,Low,12
WTH005102,Kolkata,5.78,Low,33
WTH005103,Chennai,4.91,Low,16
WTH005104,Ahmedabad,0.79,Low,17
WTH005105,Kolkata,1.15,Medium,57
WTH005106,Kolkata,0.62,Low,15
WTH005107,Bangalore,0.53,Low,28
WTH005108,Kolkata,2.72,Low,14
WTH005109,Kolkata,7.84,Low,46
WTH005110,Pune,3.26,Low,32
WTH005111,Pune,1.79,Medium,37
WTH005112,Kolkata,2.37,Low,31
WTH005113,Chennai,0.02,Low,47
WTH005114,Bangalore,1.25,Low,27
WTH005115,Mumbai,0.95,Low,45
WTH005116,Bangalore,1.42,Low,44
WTH005117,Hyderabad,2.03,Low,30
WTH005118,Kolkata,3.6,Low,44
WTH005119,Hyderabad,1.5,High,65
WTH005120,Kolkata,0.81,Low,17
WTH005121,Chennai,1.81,Low,24
WTH005122,Pune,4.33,Medium,31
WTH005123,Ahmedabad,0.18,High,99
WTH005124,Hyderabad,1.31,High,94
WTH005125,Chennai,5.96,Low,12
WTH005126,Kolkata,2.07,Low,29
WTH005127,Hyderabad,1.39,Low,21
WTH005128,Ahmedabad,1.55,Medium,42
WTH005129,Pune,5.7,Low,51
WTH005130,Kolkata,2.55,Low,14
WTH005131,Ahmedabad,2.0,Medium,36
WTH005132,Hyderabad,5.2,Low,46
WTH005133,Chennai,3.81,Low,10
WTH005134,Mumbai,2.16,High,84
WTH005135,Bangalore,1.68,Low,34
WTH005136,Chennai,0.1,Medium,36
WTH005137,Delhi,2.69,Medium,27
WTH005138,Delhi,1.79,Low,12
WTH005139,Mumbai,1.56,Low,20
WTH005140,Bangalore,1.26,Medium,44
WTH005141,Delhi,2.53,Low,8
WTH005142,Bangalore,1.72,Low,45
WTH005143,Hyderabad,0.06,Medium,6
WTH005144,Mumbai,3.19,Low,8
WTH005145,Bangalore,0.38,Low,9
WTH005146,Pune,3.83,Low,51
WTH005147,Hyderabad,0.93,Low,28
WTH005148,Ahmedabad,0.54,Low,19
WTH005149,Ahmedabad,0.02,High,63
WTH005150,Bangalore,0.65,Low,49
WTH005151,Bangalore,1.75,Low,40
WTH005152,Ahmedabad,4.53,Low,45
WTH005153,Chennai,1.7,Low,9
WTH005154,Mumbai,0.62,Low,26
WTH005155,Kolkata,0.07,Low,28
WTH005156,Pune,5.88,Medium,40
WTH005157,Kolkata,4.33,Low,24
WTH005158,Hyderabad,2.66,Low,6
WTH005159,Bangalore,9.9,Low,27
WTH005160,Chennai,14.77,High,93
WTH005161,Mumbai,3.03,Low,46
WTH005162,Chennai,3.1,High,64
WTH005163,Kolkata,9.46,Low,45
WTH005164,Pune,1.54,Low,48
WTH005165,Kolkata,2.23,Low,42
WTH005166,Kolkata,1.28,Medium,37
WTH005167,Bangalore,2.83,Low,25
WTH005168,Bangalore,2.09,Medium,31
WTH005169,Pune,0.81,High,88
WTH005170,Chennai,2.14,Low,20
WTH005171,Ahmedabad,0.89,Low,5
WTH005172,Chennai,0.47,Medium,21
WTH005173,Chennai,3.04,High,87
WTH005174,Kolkata,4.06,Low,43
WTH005175,Chennai,5.67,Medium,7
WTH005176,Chennai,0.77,Low,38
WTH005177,Pune,4.12,High,76
WTH005178,Bangalore,1.19,Medium,57
WTH005179,Ahmedabad,3.09,Medium,41
WTH005180,Ahmedabad,1.54,Medium,53
WTH005181,Ahmedabad,0.75,High,92
WTH005182,Ahmedabad,6.18,Medium,27
WTH005183,Chennai,0.42,Medium,33
WTH005184,Mumbai,4.68,Low,53
WTH005185,Pune,2.87,Low,53
WTH005186,Delhi,9.84,Low,57
WTH005187,Kolkata,3.53,Medium,53
WTH005188,Kolkata,5.38,Low,13
WTH005189,Ahmedabad,0.39,Medium,57
WTH005190,Delhi,3.47,Low,54
WTH005191,Bangalore,3.59,Medium,31
WTH005192,Kolkata,2.25,Low,13
WTH005193,Hyderabad,0.32,Low,44
WTH005194,Hyderabad,3.31,Medium,33
WTH005195,Ahmedabad,1.42,Medium,12
WTH005196,Pune,2.18,Low,14
WTH005197,Bangalore,3.47,High,91
WTH005198,Chennai,0.32,Low,8
WTH005199,Kolkata,0.46,Low,40
WTH005200,Ahmedabad,8.25,Low,41
WTH005201,Bangalore,2.84,Medium,39
WTH005202,Pune,2.21,Low,58
WTH005203,Pune,9.69,Low,22
WTH005204,Hyderabad,1.65,Low,53
WTH005205,Mumbai,7.5,Low,28
WTH005206,Bangalore,5.2,Medium,30
WTH005207,Mumbai,0.04,Medium,30
WTH005208,Bangalore,0.41,Low,55
WTH005209,Ahmedabad,1.41,Medium,32
WTH005210,Mumbai,8.79,High,83
WTH005211,Chennai,0.04,High,61
WTH005212,Mumbai,3.93,Low,18
WTH005213,Pune,1.9,Medium,52
WTH005214,Mumbai,1.65,Low,31
WTH005215,Bangalore,9.24,Low,24
WTH005216,Kolkata,0.89,Medium,57
WTH005217,Pune,1.53,Medium,44
WTH005218,Mumbai,1.4,Low,40
WTH005219,Chennai,1.18,Low,29
WTH005220,Mumbai,0.82,Medium,48
WTH005221,Ahmedabad,5.02,Low,42
WTH005222,Pune,1.17,High,69
WTH005223,Pune,3.3,Low,57
WTH005224,Delhi,6.96,Medium,32
WTH005225,Bangalore,1.81,Medium,34
WTH005226,Hyderabad,4.08,Low,18
WTH005227,Ahmedabad,0.14,Low,32
WTH005228,Chennai,1.18,High,62
WTH005229,Bangalore,1.98,Low,16
WTH005230,Hyderabad,1.48,High,98
WTH005231,Ahmedabad,0.73,Low,16
WTH005232,Ahmedabad,9.03,Medium,32
WTH005233,Chennai,2.3,Low,17
WTH005234,Pune,0.23,Medium,51
WTH005235,Chennai,1.9,Medium,28
WTH005236,Chennai,2.65,Medium,11
WTH005237,Bangalore,0.08,Low,42
WTH005238,Bangalore,1.83,Low,10
WTH005239,Ahmedabad,4.26,Low,40
WTH005240,Chennai,2.33,High,92
WTH005241,Delhi,0.79,Medium,27
WTH005242,Mumbai,0.38,Low,50
WTH005243,Chennai,2.43,Medium,55
WTH005244,Ahmedabad,5.87,Low,50
WTH005245,Pune,8.17,Low,7
WTH005246,Bangalore,0.85,Low,25
WTH005247,Mumbai,1.23,Low,21
WTH005248,Hyderabad,0.92,Medium,29
WTH005249,Hyderabad,0.14,Medium,13
WTH005250,Chennai,4.93,High,71
WTH005251,Delhi,0.3,Medium,41
WTH005252,Mumbai,0.45,High,96
WTH005253,Hyderabad,2.29,Low,53
WTH005254,Pune,2.66,Low,6
WTH005255,Chennai,0.37,High,72
WTH005256,Kolkata,1.97,Medium,52
WTH005257,Chennai,11.88,High,72
WTH005258,Mumbai,0.09,Low,53
WTH005259,Bangalore,1.07,Low,28
WTH005260,Mumbai,0.5,Low,16
WTH005261,Ahmedabad,7.17,Low,50
WTH005262,Mumbai,3.94,Low,42
WTH005263,Ahmedabad,7.09,Low,18
WTH005264,Chennai,3.9,Low,53
WTH005265,Kolkata,3.85,Low,54
WTH005266,Ahmedabad,5.64,Medium,55
WTH005267,Ahmedabad,0.92,Low,51
WTH005268,Hyderabad,6.91,Low,51
WTH005269,Delhi,8.31,Medium,20
WTH005270,Bangalore,0.29,Medium,17
WTH005271,Kolkata,3.2,Low,53
WTH005272,Ahmedabad,0.41,Low,9
WTH005273,Delhi,0.82,Medium,53
WTH005274,Pune,4.66,Low,15
WTH005275,Ahmedabad,3.49,Low,19
WTH005276,Ahmedabad,1.17,Medium,46
WTH005277,Delhi,0.22,Low,54
WTH005278,Kolkata,2.34,Low,30
WTH005279,Pune,1.66,Low,57
WTH005280,Hyderabad,0.48,High,87
WTH005281,Pune,1.83,Low,17
WTH005282,Ahmedabad,11.28,High,89
WTH005283,Chennai,0.97,Medium,16
WTH005284,Hyderabad,5.81,Low,48
WTH005285,Hyderabad,2.67,Low,16
WTH005286,Delhi,1.02,Low,6
WTH005287,Chennai,2.75,Low,43
WTH005288,Kolkata,1.55,High,82
WTH005289,Mumbai,0.16,Medium,38
WTH005290,Chennai,1.17,Low,25
WTH005291,Delhi,8.14,Low,8
WTH005292,Delhi,0.95,Low,58
WTH005293,Delhi,0.2,Medium,13
WTH005294,Delhi,1.27,Low,56
WTH005295,Delhi,0.59,Medium,29
WTH005296,Chennai,3.9,Low,12
WTH005297,Mumbai,4.58,Low,51
WTH005298,Hyderabad,0.97,Low,13
WTH005299,Kolkata,1.06,High,79
WTH005300,Chennai,2.37,Medium,11
WTH005301,Ahmedabad,0.46,Low,6
WTH005302,Chennai,5.32,Medium,39
WTH005303,Pune,0.41,Low,44
WTH005304,Delhi,0.23,High,66
WTH005305,Mumbai,1.25,Low,45
WTH005306,Bangalore,0.55,Low,5
WTH005307,Kolkata,1.65,Medium,11
WTH005308,Pune,2.09,Medium,5
WTH005309,Chennai,0.27,High,92
WTH005310,Kolkata,3.9,Low,8
WTH005311,Ahmedabad,1.06,Medium,27
WTH005312,Bangalore,0.86,Low,11
WTH005313,Hyderabad,9.91,Low,58
WTH005314,Hyderabad,1.87,Low,18
WTH005315,Ahmedabad,0.67,Low,18
WTH005316,Kolkata,6.18,Low,58
WTH005317,Hyderabad,2.64,Medium,23
WTH005318,Mumbai,0.23,Medium,56
WTH005319,Chennai,1.23,Low,41
WTH005320,Mumbai,2.06,Low,45
WTH005321,Ahmedabad,1.85,Medium,51
WTH005322,Bangalore,2.25,Low,18
WTH005323,Pune,1.57,Low,55
WTH005324,Mumbai,3.98,Low,49
WTH005325,Ahmedabad,0.96,Low,18
WTH005326,Kolkata,6.18,Low,39
WTH005327,Mumbai,8.54,Low,6
WTH005328,Pune,1.66,Medium,13
WTH005329,Bangalore,3.21,Medium,55
WTH005330,Delhi,6.87,Low,29
WTH005331,Bangalore,1.67,Low,18
WTH005332,Hyderabad,9.03,Low,9
WTH005333,Hyderabad,2.6,Medium,23
WTH005334,Mumbai,1.02,Low,46
WTH005335,Delhi,1.69,Low,9
WTH005336,Bangalore,1.35,Low,52
WTH005337,Chennai,0.87,Low,52
WTH005338,Ahmedabad,2.23,Low,24
WTH005339,Chennai,2.42,Low,50
WTH005340,Hyderabad,0.23,Low,9
WTH005341,Delhi,0.05,Low,7
WTH005342,Delhi,0.89,High,64
WTH005343,Delhi,2.08,Medium,8
WTH005344,Delhi,2.91,Low,5
WTH005345,Pune,1.25,Low,6
WTH005346,Mumbai,1.0,Low,28
WTH005347,Ahmedabad,13.42,Low,56
WTH005348,Mumbai,12.58,Low,51
WTH005349,Ahmedabad,1.9,Low,28
WTH005350,Hyderabad,1.56,Low,6
WTH005351,Pune,4.11,Low,12
WTH005352,Chennai,1.01,High,70
WTH005353,Ahmedabad,2.05,Low,27
WTH005354,Hyderabad,2.0,Medium,45
WTH005355,Kolkata,2.41,Medium,12
WTH005356,Kolkata,0.53,Low,46
WTH005357,Kolkata,3.48,Medium,50
WTH005358,Mumbai,0.55,Medium,9
WTH005359,Hyderabad,5.66,Low,25
WTH005360,Kolkata,1.39,Low,52
WTH005361,Bangalore,1.57,Low,24
WTH005362,Delhi,0.01,Medium,43
WTH005363,Hyderabad,9.05,Low,50
WTH005364,Mumbai,5.7,Low,51
WTH005365,Ahmedabad,1.91,Low,33
WTH005366,Ahmedabad,2.31,High,76
WTH005367,Ahmedabad,0.61,Medium,10
WTH005368,Hyderabad,4.73,High,77
WTH005369,Mumbai,0.41,Low,31
WTH005370,Ahmedabad,0.54,Low,14
WTH005371,Mumbai,0.25,Low,48
WTH005372,Bangalore,3.68,Low,16
WTH005373,Bangalore,0.45,Low,17
WTH005374,Hyderabad,1.51,Low,46
WTH005375,Delhi,1.45,Low,47
WTH005376,Bangalore,7.82,Low,32
WTH005377,Mumbai,0.43,Low,36
WTH005378,Chennai,0.66,High,60
WTH005379,Kolkata,3.7,Low,14
WTH005380,Pune,0.86,Low,19
WTH005381,Kolkata,1.4,Low,12
WTH005382,Delhi,0.95,High,73
WTH005383,Mumbai,0.26,Medium,19
WTH005384,Pune,3.97,Low,54
WTH005385,Ahmedabad,2.8,Medium,41
WTH005386,Delhi,3.38,Medium,17
WTH005387,Mumbai,2.94,Low,38
WTH005388,Hyderabad,3.74,Medium,38
WTH005389,Mumbai,1.92,Medium,44
WTH005390,Ahmedabad,0.74,Low,27
WTH005391,Kolkata,5.92,Low,25
WTH005392,Chennai,1.21,Low,7
WTH005393,Chennai,4.39,Low,53
WTH005394,Mumbai,4.1,Low,53
WTH005395,Kolkata,0.14,High,81
WTH005396,Hyderabad,1.33,Low,59
WTH005397,Pune,0.8,Medium,49
WTH005398,Delhi,1.67,Low,19
WTH005399,Bangalore,7.56,Low,9
WTH005400,Hyderabad,1.23,High,79
WTH005401,Mumbai,1.81,Medium,55
WTH005402,Bangalore,1.82,Low,29
WTH005403,Ahmedabad,1.38,Low,37
WTH005404,Kolkata,0.03,Medium,29
WTH005405,Mumbai,2.45,Low,14
WTH005406,Pune,0.05,Low,49
WTH005407,Chennai,8.32,Low,29
WTH005408,Mumbai,1.88,Low,42
WTH005409,Chennai,9.06,Medium,22
WTH005410,Chennai,3.61,Low,32
WTH005411,Delhi,5.0,High,82
WTH005412,Kolkata,5.0,Low,16
WTH005413,Chennai,0.22,Low,6
WTH005414,Mumbai,0.68,Low,19
WTH005415,Bangalore,0.56,Low,53
WTH005416,Kolkata,0.2,Medium,24
WTH005417,Delhi,2.78,Low,27
WTH005418,Ahmedabad,1.56,Low,57
WTH005419,Mumbai,0.56,Low,32
WTH005420,Bangalore,1.07,Medium,44
WTH005421,Mumbai,0.36,Low,31
WTH005422,Kolkata,0.49,Low,18
WTH005423,Pune,4.0,Low,55
WTH005424,Pune,0.05,Low,33
WTH005425,Pune,5.43,Low,5
WTH005426,Delhi,1.97,Low,6
WTH005427,Bangalore,0.14,Low,8
WTH005428,Chennai,4.59,High,81
WTH005429,Pune,4.64,Medium,22
WTH005430,Delhi,0.3,Low,26
WTH005431,Delhi,4.54,Medium,39
WTH005432,Bangalore,5.87,Low,40
WTH005433,Pune,2.41,Low,26
WTH005434,Bangalore,2.6,Low,54
WTH005435,Chennai,3.56,Low,52
WTH005436,Mumbai,2.14,Medium,59
WTH005437,Pune,3.28,Low,9
WTH005438,Delhi,6.12,Medium,44
WTH005439,Mumbai,1.97,Low,39
WTH005440,Bangalore,0.89,Low,11
WTH005441,Mumbai,2.26,Low,11
WTH005442,Hyderabad,2.55,Low,49
WTH005443,Bangalore,7.16,Low,44
WTH005444,Delhi,2.58,Low,5
WTH005445,Ahmedabad,1.08,Low,24
WTH005446,Mumbai,4.94,High,61
WTH005447,Bangalore,4.07,High,99
WTH005448,Kolkata,1.24,Low,13
WTH005449,Ahmedabad,4.77,Low,53
WTH005450,Pune,0.35,Medium,36
WTH005451,Chennai,4.84,Medium,40
WTH005452,Bangalore,3.54,Low,25
WTH005453,Ahmedabad,3.77,Low,23
WTH005454,Pune,3.36,Medium,58
WTH005455,Hyderabad,1.13,Low,35
WTH005456,Kolkata,9.21,Low,45
WTH005457,Kolkata,1.03,Low,53
WTH005458,Pune,0.1,Low,22
WTH005459,Kolkata,0.27,Low,21
WTH005460,Bangalore,2.75,Low,15
WTH005461,Bangalore,0.21,Medium,31
WTH005462,Mumbai,4.01,Medium,46
WTH005463,Hyderabad,0.34,Low,24
WTH005464,Hyderabad,10.82,Low,7
WTH005465,Hyderabad,1.86,Low,24
WTH005466,Delhi,4.69,Low,7
WTH005467,Chennai,4.23,Medium,25
WTH005468,Delhi,1.03,Low,18
WTH005469,Bangalore,0.25,Medium,41
WTH005470,Delhi,0.28,Medium,8
WTH005471,Pune,1.31,Medium,12
WTH005472,Bangalore,2.34,Medium,11
WTH005473,Kolkata,0.82,Low,5
WTH005474,Mumbai,0.5,Medium,15
WTH005475,Hyderabad,4.03,Low,34
WTH005476,Ahmedabad,7.3,Low,22
WTH005477,Kolkata,0.64,Low,44
WTH005478,Mumbai,1.17,Low,11
WTH005479,Chennai,8.01,Medium,53
WTH005480,Hyderabad,3.46,Low,24
WTH005481,Ahmedabad,2.24,Medium,42
WTH005482,Pune,0.05,Low,15
WTH005483,Hyderabad,1.76,Low,45
WTH005484,Kolkata,1.65,Low,26
WTH005485,Mumbai,3.33,Medium,20
WTH005486,Bangalore,0.02,Medium,41
WTH005487,Chennai,3.72,High,94
WTH005488,Chennai,2.04,Medium,41
WTH005489,Bangalore,3.06,Low,57
WTH005490,Pune,3.21,Low,30
WTH005491,Ahmedabad,5.22,Low,25
WTH005492,Hyderabad,1.21,Low,5
WTH005493,Kolkata,2.73,Low,27
WTH005494,Delhi,2.87,Medium,29
WTH005495,Chennai,0.94,Low,52
WTH005496,Kolkata,0.77,Low,27
WTH005497,Bangalore,1.64,High,81
WTH005498,Kolkata,0.57,Low,56
WTH005499,Mumbai,3.31,Low,19
WTH005500,Hyderabad,9.18,Low,56
WTH005501,Mumbai,2.37,Low,32
WTH005502,Delhi,2.2,Low,48
WTH005503,Pune,1.13,Medium,41
WTH005504,Chennai,0.14,Medium,26
WTH005505,Chennai,2.77,Low,46
WTH005506,Mumbai,15.82,Low,31
WTH005507,Kolkata,8.64,Medium,34
WTH005508,Kolkata,0.75,Medium,19
WTH005509,Bangalore,6.61,Medium,15
WTH005510,Kolkata,0.32,Medium,8
WTH005511,Ahmedabad,3.48,Low,18
WTH005512,Pune,1.27,Medium,55
WTH005513,Ahmedabad,2.95,Low,27
WTH005514,Pune,1.2,Low,57
WTH005515,Chennai,2.3,Low,33
WTH005516,Bangalore,4.14,Medium,10
WTH005517,Bangalore,0.03,Low,13
WTH005518,Delhi,0.2,Low,51
WTH005519,Chennai,1.62,High,62
WTH005520,Chennai,1.95,Low,34
WTH005521,Ahmedabad,5.72,Medium,46
WTH005522,Bangalore,7.13,Low,46
WTH005523,Bangalore,2.44,High,76
WTH005524,Mumbai,2.18,Low,28
WTH005525,Kolkata,0.27,Low,34
WTH005526,Chennai,3.04,Low,39
WTH005527,Delhi,2.1,Low,51
WTH005528,Bangalore,0.53,Low,50
WTH005529,Bangalore,1.73,Low,53
WTH005530,Bangalore,1.14,Low,13
WTH005531,Ahmedabad,2.49,Medium,16
WTH005532,Pune,11.12,Medium,28
WTH005533,Mumbai,0.9,Low,30
WTH005534,Chennai,0.17,High,77
WTH005535,Kolkata,3.04,Medium,40
WTH005536,Bangalore,4.05,Medium,14
WTH005537,Hyderabad,5.2,High,92
WTH005538,Chennai,4.51,Low,20
WTH005539,Hyderabad,5.1,Low,25
WTH005540,Hyderabad,1.3,Medium,41
WTH005541,Chennai,0.47,Low,6
WTH005542,Bangalore,5.09,Medium,49
WTH005543,Kolkata,1.1,High,93
WTH005544,Hyderabad,0.1,Medium,15
WTH005545,Mumbai,16.79,Low,33
WTH005546,Chennai,5.66,Medium,9
WTH005547,Chennai,1.02,Low,46
WTH005548,Delhi,13.8,Low,41
WTH005549,Delhi,1.1,Low,11
WTH005550,Hyderabad,2.66,Low,59
WTH005551,Bangalore,0.82,Low,5
WTH005552,Ahmedabad,16.32,High,81
WTH005553,Delhi,1.47,Medium,48
WTH005554,Hyderabad,5.96,Low,15
WTH005555,Bangalore,0.66,Low,9
WTH005556,Delhi,11.13,Medium,12
WTH005557,Hyderabad,0.35,Low,24
WTH005558,Mumbai,1.3,Low,40
WTH005559,Mumbai,6.16,High,86
WTH005560,Mumbai,7.54,Low,49
WTH005561,Chennai,1.67,Low,32
WTH005562,Pune,1.13,Low,31
WTH005563,Chennai,2.69,Medium,39
WTH005564,Kolkata,0.06,Low,17
WTH005565,Delhi,4.8,Low,17
WTH005566,Kolkata,1.34,Low,54
WTH005567,Mumbai,2.66,Low,39
WTH005568,Pune,2.92,Low,49
WTH005569,Bangalore,3.64,Low,12
WTH005570,Pune,5.89,Low,7
WTH005571,Hyderabad,0.26,Medium,46
WTH005572,Ahmedabad,4.77,Low,23
WTH005573,Chennai,6.01,Low,20
WTH005574,Chennai,1.86,Low,45
WTH005575,Bangalore,0.6,Low,30
WTH005576,Chennai,1.01,Medium,9
WTH005577,Delhi,3.88,Low,19
WTH005578,Delhi,1.74,Low,5
WTH005579,Kolkata,5.51,Medium,15
WTH005580,Bangalore,0.27,Medium,28
WTH005581,Ahmedabad,3.33,Low,45
WTH005582,Kolkata,1.81,Medium,50
WTH005583,Pune,0.5,Low,26
WTH005584,Hyderabad,3.06,Medium,33
WTH005585,Delhi,2.17,High,64
WTH005586,Chennai,1.89,Low,59
WTH005587,Bangalore,1.46,Low,38
WTH005588,Kolkata,4.26,Medium,32
WTH005589,Ahmedabad,3.13,Medium,16
WTH005590,Chennai,5.23,Low,19
WTH005591,Pune,0.66,Low,16
WTH005592,Chennai,2.48,Low,20
WTH005593,Bangalore,2.45,Low,37
WTH005594,Mumbai,0.38,Low,26
WTH005595,Pune,0.97,Low,8
WTH005596,Chennai,0.31,Low,11
WTH005597,Pune,3.12,High,94
WTH005598,Pune,4.79,Low,34
WTH005599,Ahmedabad,1.32,Medium,25
WTH005600,Ahmedabad,0.21,Low,12
WTH005601,Pune,0.03,Low,8
WTH005602,Mumbai,0.45,Medium,9
WTH005603,Mumbai,0.53,Medium,21
WTH005604,Bangalore,0.97,Medium,14
WTH005605,Ahmedabad,0.6,High,87
WTH005606,Bangalore,2.79,High,63
WTH005607,Chennai,0.37,Low,8
WTH005608,Kolkata,1.7,Medium,26
WTH005609,Hyderabad,4.36,Medium,35
WTH005610,Pune,0.07,Medium,52
WTH005611,Bangalore,5.33,Medium,5
WTH005612,Hyderabad,0.17,Low,54
WTH005613,Mumbai,3.29,Low,32
WTH005614,Bangalore,2.79,Low,48
WTH005615,Mumbai,1.04,Low,41
WTH005616,Delhi,1.21,Low,58
WTH005617,Delhi,5.73,Medium,52
WTH005618,Delhi,3.37,Medium,50
WTH005619,Ahmedabad,0.49,Medium,33
WTH005620,Mumbai,0.85,Medium,13
WTH005621,Kolkata,3.4,Low,27
WTH005622,Pune,0.93,Low,24
WTH005623,Delhi,1.46,Low,43
WTH005624,Hyderabad,4.18,Low,34
WTH005625,Bangalore,1.22,Medium,39
WTH005626,Hyderabad,4.34,High,67
WTH005627,Delhi,0.96,Medium,40
WTH005628,Bangalore,3.85,Low,33
WTH005629,Hyderabad,4.29,Low,59
WTH005630,Bangalore,6.33,Low,17
WTH005631,Pune,1.81,Low,51
WTH005632,Mumbai,0.96,Low,19
WTH005633,Chennai,0.26,Low,45
WTH005634,Chennai,3.32,Low,58
WTH005635,Mumbai,1.7,Low,5
WTH005636,Kolkata,6.77,Low,16
WTH005637,Hyderabad,3.13,Low,53
WTH005638,Pune,3.11,Low,8
WTH005639,Mumbai,2.59,Low,12
WTH005640,Bangalore,2.24,Low,46
WTH005641,Pune,3.65,Low,44
WTH005642,Ahmedabad,3.89,Low,59
WTH005643,Mumbai,2.98,Low,44
WTH005644,Hyderabad,0.47,Low,50
WTH005645,Bangalore,0.54,High,80
WTH005646,Hyderabad,0.83,Low,36
WTH005647,Chennai,5.54,Low,23
WTH005648,Mumbai,3.57,Low,59
WTH005649,Kolkata,0.68,Low,54
WTH005650,Bangalore,1.86,Low,50
WTH005651,Chennai,1.19,Low,48
WTH005652,Delhi,1.76,Low,52
WTH005653,Pune,1.08,Medium,11
WTH005654,Pune,0.16,Medium,18
WTH005655,Ahmedabad,7.61,Low,33
WTH005656,Ahmedabad,1.81,Low,25
WTH005657,Pune,4.07,Low,32
