resource_id,resource_type,vehicle_type,max_load_kg,emission_factor_gkm,area_familiarity_score,historical_success_rate
RES008927,Rider,Van,510.48,91.7,72,0.94
RES008928,Vehicle,Van,116.85,161.04,30,0.81
RES008929,Rider,Bike,187.69,346.07,49,0.85
RES008930,Rider,Truck,723.11,105.94,58,0.86
RES008931,Vehicle,Bike,949.5,288.22,95,0.74
RES008932,Vehicle,Van,307.72,178.62,68,0.96
RES008933,Rider,Van,540.62,64.24,45,0.77
RES008934,Vehicle,Truck,6.27,155.33,59,0.88
RES008935,Vehicle,Bike,287.27,221.18,96,0.94
RES008936,Rider,Bike,939.84,167.46,74,0.86
RES008937,Vehicle,Truck,724.09,185.78,51,0.88
RES008938,Rider,Bike,414.94,110.28,77,0.78
RES008939,Rider,Truck,264.7,298.72,94,0.83
RES008940,Rider,Van,816.31,91.01,58,0.78
RES008941,Vehicle,Van,981.88,67.79,42,0.72
RES008942,Vehicle,Bike,53.22,228.86,32,0.88
RES008943,Rider,Truck,959.79,127.32,62,0.97
RES008944,Vehicle,Truck,913.07,155.33,85,0.85
RES008945,Vehicle,Van,381.98,77.8,93,0.84
RES008946,Rider,Van,880.52,300.25,45,0.77
RES008947,Rider,Truck,506.33,254.54,88,0.97
RES008948,Vehicle,Truck,600.78,284.4,99,0.96
RES008949,Vehicle,Van,799.3,344.32,53,0.93
RES008950,Vehicle,Truck,311.0,150.36,81,0.75
RES008951,Rider,Bike,391.3,129.17,43,0.93
RES008952,Rider,Truck,810.56,139.37,37,0.87
RES008953,Vehicle,Bike,515.88,308.79,54,0.76
RES008954,Rider,Truck,285.9,104.05,84,0.97
RES008955,Vehicle,Bike,623.79,339.72,69,0.72
RES008956,Rider,Van,706.73,149.29,95,0.85
RES008957,Vehicle,Truck,509.68,102.05,81,0.86
RES008958,Vehicle,Van,590.32,148.97,43,0.8
RES008959,Rider,Van,485.83,342.27,62,0.81
RES008960,Vehicle,Van,88.43,227.59,35,0.89
RES008961,Vehicle,Truck,942.2,170.99,91,0.77
RES008962,Rider,Van,94.76,71.65,45,0.8
RES008963,Vehicle,Bike,115.12,256.84,30,0.79
RES008964,Vehicle,Truck,551.67,72.28,32,0.74
RES008965,Vehicle,Truck,234.5,119.71,82,0.74
RES008966,Vehicle,Van,380.46,186.52,70,0.81
RES008967,Rider,Bike,73.95,68.86,30,0.82
RES008968,Vehicle,Bike,260.91,332.55,77,0.73
RES008969,Rider,Van,65.81,346.84,99,0.87
RES008970,Rider,Truck,357.39,137.96,61,0.88
RES008971,Rider,Van,796.47,119.17,85,0.71
RES008972,Rider,Bike,571.76,290.13,66,0.71
RES008973,Rider,Truck,793.61,154.4,84,0.78
RES008974,Rider,Van,771.29,216.6,35,0.81
RES008975,Rider,Van,433.4,74.78,46,0.79
RES008976,Vehicle,Bike,970.04,221.02,69,0.94
RES008977,Vehicle,Bike,894.63,253.89,48,0.93
RES008978,Rider,Bike,685.58,304.83,61,0.89
RES008979,Rider,Van,954.88,63.8,86,0.87
RES008980,Vehicle,Van,974.43,97.76,92,0.91
RES008981,Rider,Truck,971.62,233.14,83,0.73
RES008982,Rider,Bike,304.61,324.03,51,0.81
RES008983,Rider,Truck,215.86,214.69,39,0.86
RES008984,Rider,Truck,552.4,300.2,34,0.71
RES008985,Vehicle,Bike,409.95,101.05,67,0.76
RES008986,Rider,Truck,460.34,234.65,30,0.9
RES008987,Rider,Bike,62.09,155.74,58,0.77
RES008988,Vehicle,Bike,63.53,175.88,90,0.93
RES008989,Vehicle,Van,703.94,223.12,75,0.94
RES008990,Vehicle,Bike,87.28,225.74,38,0.78
RES008991,Vehicle,Bike,890.49,152.34,50,0.79
RES008992,Rider,Truck,585.95,77.39,84,0.84
RES008993,Rider,Truck,47.17,243.39,55,0.97
RES008994,Rider,Truck,980.8,196.97,33,0.81
RES008995,Vehicle,Bike,355.16,121.6,83,0.76
RES008996,Vehicle,Bike,966.56,200.12,70,0.77
RES008997,Vehicle,Van,687.25,347.14,62,0.82
RES008998,Vehicle,Bike,130.54,279.83,62,0.74
RES008999,Vehicle,Van,109.8,237.1,34,0.8
RES009000,Rider,Van,796.18,158.89,58,0.93
RES009001,Rider,Truck,99.1,156.77,91,0.98
RES009002,Vehicle,Truck,601.73,226.9,88,0.85
RES009003,Vehicle,Truck,655.81,315.01,53,0.82
RES009004,Vehicle,Truck,624.11,167.31,48,0.7
RES009005,Vehicle,Van,689.54,296.73,51,0.91
RES009006,Rider,Truck,509.91,229.13,41,0.8
RES009007,Rider,Van,190.56,165.85,73,0.94
RES009008,Vehicle,Bike,852.01,272.63,47,0.85
RES009009,Vehicle,Bike,576.92,281.16,69,0.97
RES009010,Rider,Truck,537.66,85.04,88,0.73
RES009011,Rider,Truck,177.74,176.77,67,0.72
RES009012,Vehicle,Van,391.72,210.07,76,0.73
RES009013,Rider,Bike,246.54,93.95,70,0.78
RES009014,Vehicle,Truck,982.54,222.21,77,0.81
RES009015,Vehicle,Truck,968.8,349.01,88,0.9
RES009016,Rider,Van,759.63,198.7,99,0.84
RES009017,Rider,Truck,935.44,74.55,50,0.95
RES009018,Rider,Truck,957.82,290.32,82,0.87
RES009019,Rider,Bike,189.23,323.67,52,0.79
RES009020,Vehicle,Bike,794.48,126.53,73,0.95
RES009021,Rider,Van,592.26,129.94,94,0.76
RES009022,Vehicle,Bike,57.48,348.73,46,0.95
RES009023,Vehicle,Bike,212.95,122.02,97,0.84
RES009024,Rider,Truck,905.5,85.16,42,0.91
RES009025,Rider,Bike,152.87,119.69,97,0.83
RES009026,Rider,Truck,307.62,172.76,76,0.9
RES009027,Vehicle,Truck,75.5,260.76,73,0.92
RES009028,Vehicle,Bike,629.71,77.17,73,0.88
RES009029,Rider,Truck,512.35,188.72,77,0.98
RES009030,Rider,Bike,990.85,206.07,41,0.79
RES009031,Vehicle,Truck,64.3,232.87,89,0.83
RES009032,Vehicle,Van,741.68,277.3,49,0.86
RES009033,Rider,Van,424.87,145.75,59,0.71
RES009034,Rider,Bike,556.2,61.89,43,0.8
RES009035,Vehicle,Van,428.37,343.52,62,0.78
RES009036,Vehicle,Van,24.94,115.26,31,0.89
RES009037,Vehicle,Van,611.87,220.19,49,0.7
RES009038,Rider,Van,322.02,292.74,65,0.94
RES009039,Rider,Truck,814.66,330.29,99,0.96
RES009040,Rider,Bike,674.74,64.29,59,0.86
RES009041,Rider,Van,564.98,286.36,70,0.89
RES009042,Vehicle,Van,905.08,116.35,54,0.87
RES009043,Vehicle,Bike,186.11,213.28,87,0.85
RES009044,Vehicle,Van,696.84,235.48,86,0.85
RES009045,Vehicle,Bike,690.45,314.1,35,0.95
RES009046,Rider,Van,460.73,174.3,92,0.86
RES009047,Vehicle,Bike,637.92,217.39,67,0.8
RES009048,Vehicle,Van,225.33,261.26,88,0.75
RES009049,Vehicle,Van,973.92,305.08,41,0.95
RES009050,Vehicle,Bike,245.43,303.22,78,0.93
RES009051,Vehicle,Truck,827.68,180.42,49,0.95
RES009052,Vehicle,Van,416.48,230.97,53,0.71
RES009053,Rider,Bike,555.92,143.38,49,0.74
RES009054,Rider,Van,819.27,308.96,59,0.84
RES009055,Vehicle,Van,630.3,78.52,94,0.95
RES009056,Vehicle,Bike,281.8,92.2,37,0.79
RES009057,Rider,Truck,662.83,286.17,39,0.86
RES009058,Vehicle,Van,494.3,246.87,43,0.73
RES009059,Rider,Bike,46.74,115.98,65,0.88
RES009060,Rider,Truck,230.52,80.07,86,0.78
RES009061,Vehicle,Van,202.93,79.72,88,0.75
RES009062,Rider,Bike,77.15,348.11,61,0.92
RES009063,Rider,Truck,362.42,64.21,88,0.87
RES009064,Rider,Bike,593.93,337.31,60,0.79
RES009065,Vehicle,Truck,943.56,171.09,83,0.77
RES009066,Rider,Van,109.98,106.1,61,0.89
RES009067,Rider,Bike,202.57,186.4,31,0.88
RES009068,Vehicle,Truck,528.0,343.45,71,0.79
RES009069,Vehicle,Truck,413.45,225.86,68,0.96
RES009070,Rider,Bike,170.58,83.92,52,0.89
RES009071,Rider,Bike,546.51,86.37,42,0.73
RES009072,Vehicle,Bike,563.29,319.54,31,0.92
RES009073,Vehicle,Van,20.37,179.02,37,0.71
RES009074,Vehicle,Bike,353.72,103.33,54,0.93
RES009075,Vehicle,Bike,509.89,268.7,89,0.71
RES009076,Rider,Truck,316.95,71.43,56,0.96
RES009077,Vehicle,Truck,690.29,104.21,51,0.76
RES009078,Rider,Bike,185.96,85.9,91,0.96
RES009079,Rider,Bike,352.48,267.59,47,0.72
RES009080,Vehicle,Van,206.83,83.4,34,0.91
RES009081,Rider,Bike,503.91,316.02,78,0.71
RES009082,Rider,Bike,907.98,299.16,38,0.88
RES009083,Rider,Bike,124.98,277.61,79,0.75
RES009084,Vehicle,Van,191.99,217.16,87,0.7
RES009085,Rider,Bike,719.97,164.01,82,0.93
RES009086,Vehicle,Van,294.76,126.11,71,0.76
RES009087,Vehicle,Bike,998.49,60.25,83,0.73
RES009088,Rider,Truck,516.08,326.59,93,0.81
RES009089,Rider,Bike,807.81,224.55,86,0.92
RES009090,Rider,Van,385.61,125.62,83,0.85
RES009091,Vehicle,Truck,168.38,132.58,87,0.75
RES009092,Rider,Van,88.43,273.5,87,0.85
RES009093,Vehicle,Truck,328.72,84.38,82,0.76
RES009094,Rider,Bike,541.54,270.96,36,0.79
RES009095,Vehicle,Bike,396.66,294.73,82,0.92
RES009096,Rider,Truck,493.32,291.94,76,0.97
RES009097,Vehicle,Bike,453.95,169.21,83,0.94
RES009098,Vehicle,Bike,426.76,87.84,89,0.8
RES009099,Rider,Truck,614.03,145.21,81,0.82
RES009100,Rider,Van,681.67,338.2,44,0.76
RES009101,Vehicle,Truck,547.16,137.54,53,0.78
RES009102,Rider,Truck,987.05,107.57,93,0.78
RES009103,Rider,Van,985.51,283.99,41,0.77
RES009104,Rider,Bike,742.23,209.47,60,0.74
RES009105,Vehicle,Van,532.64,153.19,45,0.96
RES009106,Vehicle,Van,710.25,73.19,99,0.87
RES009107,Rider,Bike,178.75,238.0,90,0.82
RES009108,Vehicle,Van,573.48,171.85,38,0.85
RES009109,Rider,Van,949.49,101.39,44,0.83
RES009110,Vehicle,Bike,568.65,340.26,57,0.7
RES009111,Rider,Truck,869.08,301.32,61,0.76
RES009112,Rider,Bike,26.4,70.31,72,0.98
RES009113,Vehicle,Truck,933.14,129.55,73,0.78
RES009114,Vehicle,Van,777.8,167.17,80,0.82
RES009115,Rider,Van,283.11,234.55,94,0.84
RES009116,Rider,Van,224.36,165.28,51,0.9
RES009117,Rider,Van,916.9,340.81,31,0.75
RES009118,Rider,Bike,595.99,97.79,82,0.91
RES009119,Rider,Truck,208.65,65.06,58,0.79
RES009120,Rider,Van,324.77,80.18,65,0.82
RES009121,Vehicle,Truck,71.78,338.07,61,0.91
RES009122,Vehicle,Van,404.72,118.33,68,0.77
RES009123,Rider,Bike,982.5,288.8,52,0.85
RES009124,Vehicle,Van,267.62,199.19,61,0.83
RES009125,Rider,Van,324.43,114.43,55,0.88
RES009126,Rider,Truck,7.37,81.16,62,0.72
RES009127,Rider,Truck,624.75,142.09,33,0.73
RES009128,Rider,Van,148.49,242.28,85,0.96
RES009129,Rider,Truck,382.16,280.57,58,0.93
RES009130,Vehicle,Bike,792.33,128.41,62,0.82
RES009131,Rider,Bike,829.14,62.17,96,0.8
RES009132,Vehicle,Bike,635.0,192.03,90,0.8
RES009133,Vehicle,Truck,444.1,78.42,41,0.86
RES009134,Rider,Truck,888.78,214.8,61,0.76
RES009135,Vehicle,Van,341.89,174.19,46,0.79
RES009136,Rider,Truck,254.05,200.01,63,0.89
RES009137,Vehicle,Truck,584.69,236.85,37,0.85
RES009138,Vehicle,Truck,368.31,133.66,36,0.86
RES009139,Vehicle,Van,628.5,309.69,75,0.89
RES009140,Rider,Truck,117.13,174.1,38,0.77
RES009141,Rider,Van,587.4,232.44,66,0.82
RES009142,Vehicle,Van,631.04,197.98,53,0.79
RES009143,Rider,Bike,126.08,247.66,56,0.91
RES009144,Vehicle,Truck,790.51,226.81,81,0.76
RES009145,Rider,Truck,890.2,164.57,94,0.89
RES009146,Rider,Bike,509.16,116.99,43,0.97
RES009147,Rider,Bike,68.36,89.59,63,0.8
RES009148,Vehicle,Bike,787.91,285.63,40,0.96
RES009149,Rider,Van,269.15,100.58,53,0.75
RES009150,Rider,Van,397.78,323.48,99,0.93
RES009151,Rider,Van,569.25,157.43,30,0.75
RES009152,Rider,Bike,248.85,127.93,32,0.72
RES009153,Rider,Van,605.25,171.22,75,0.8
RES009154,Rider,Truck,74.83,96.58,87,0.94
RES009155,Rider,Van,659.48,337.36,80,0.77
RES009156,Rider,Van,373.73,77.13,62,0.78
RES009157,Vehicle,Truck,922.68,283.27,87,0.9
RES009158,Vehicle,Bike,932.97,214.41,90,0.78
RES009159,Rider,Bike,274.89,298.39,81,0.8
RES009160,Rider,Bike,249.21,325.14,56,0.8
RES009161,Rider,Truck,698.07,189.82,93,0.71
RES009162,Vehicle,Bike,659.8,339.23,37,0.88
RES009163,Vehicle,Van,452.52,150.27,87,0.73
RES009164,Rider,Van,952.5,172.47,78,0.94
RES009165,Rider,Truck,787.26,270.98,47,0.72
RES009166,Vehicle,Van,313.9,71.05,42,0.82
RES009167,Rider,Van,868.03,107.17,68,0.97
RES009168,Rider,Truck,612.01,201.82,44,0.74
RES009169,Rider,Truck,557.76,113.09,99,0.76
RES009170,Rider,Truck,872.15,248.52,53,0.83
RES009171,Rider,Bike,949.67,144.53,39,0.94
RES009172,Vehicle,Bike,863.63,306.57,70,0.78
RES009173,Vehicle,Truck,649.08,163.82,84,0.84
RES009174,Vehicle,Truck,379.59,333.43,76,0.97
RES009175,Rider,Truck,943.68,327.13,81,0.88
RES009176,Vehicle,Van,42.85,153.16,46,0.9
RES009177,Vehicle,Bike,824.6,149.91,84,0.8
RES009178,Rider,Van,480.83,187.95,82,0.85
RES009179,Rider,Truck,244.64,187.34,95,0.72
RES009180,Rider,Truck,596.22,231.73,31,0.95
RES009181,Rider,Bike,401.77,202.87,96,0.77
RES009182,Vehicle,Van,941.41,344.85,50,0.89
RES009183,Rider,Van,44.2,302.48,73,0.94
RES009184,Vehicle,Van,521.98,281.56,43,0.93
RES009185,Vehicle,Bike,142.43,250.35,61,0.87
RES009186,Rider,Bike,305.02,181.05,55,0.81
RES009187,Rider,Van,577.25,335.66,33,0.8
RES009188,Vehicle,Bike,537.71,176.38,75,0.72
RES009189,Vehicle,Van,707.38,144.36,75,0.94
RES009190,Vehicle,Bike,323.47,206.42,36,0.72
RES009191,Rider,Van,307.91,341.39,56,0.92
RES009192,Rider,Van,640.99,150.47,56,0.91
RES009193,Vehicle,Truck,930.22,216.42,83,0.89
RES009194,Vehicle,Truck,676.42,152.26,90,0.95
RES009195,Rider,Bike,345.54,114.11,72,0.77
RES009196,Vehicle,Truck,389.86,146.24,90,0.86
RES009197,Rider,Bike,702.68,217.99,47,0.73
RES009198,Rider,Bike,154.32,185.98,30,0.98
RES009199,Vehicle,Van,252.03,119.55,62,0.98
RES009200,Rider,Van,556.6,240.53,41,0.93
RES009201,Vehicle,Van,989.56,206.54,58,0.98
RES009202,Vehicle,Van,673.08,106.1,87,0.96
RES009203,Rider,Bike,613.36,187.06,62,0.8
RES009204,Rider,Bike,935.13,233.15,35,0.93
RES009205,Rider,Van,46.78,107.19,34,0.84
RES009206,Rider,Truck,252.78,101.14,84,0.71
RES009207,Vehicle,Bike,261.37,111.88,39,0.85
RES009208,Vehicle,Truck,638.24,349.6,96,0.76
RES009209,Vehicle,Bike,294.53,271.93,59,0.93
RES009210,Rider,Van,466.26,134.53,76,0.82
RES009211,Vehicle,Bike,76.9,113.79,82,0.73
RES009212,Vehicle,Van,41.41,126.92,49,0.77
RES009213,Rider,Truck,55.17,150.65,31,0.84
RES009214,Rider,Van,25.63,259.54,50,0.91
RES009215,Rider,Van,87.12,315.02,87,0.71
RES009216,Rider,Truck,522.88,100.82,95,0.93
RES009217,Vehicle,Van,416.95,250.14,63,0.8
RES009218,Rider,Bike,323.0,213.89,79,0.93
RES009219,Rider,Van,173.56,97.18,58,0.85
RES009220,Rider,Van,99.25,72.92,68,0.97
RES009221,Rider,Bike,963.43,260.25,45,0.86
RES009222,Vehicle,Van,227.86,138.9,53,0.73
RES009223,Rider,Van,577.81,274.55,38,0.95
RES009224,Rider,Bike,761.73,245.46,66,0.98
RES009225,Rider,Truck,723.81,254.74,91,0.82
RES009226,Vehicle,Truck,967.56,140.54,31,0.76
RES009227,Vehicle,Bike,564.75,141.95,33,0.72
RES009228,Rider,Van,122.83,169.34,85,0.75
RES009229,Vehicle,Van,969.3,274.67,52,0.87
RES009230,Vehicle,Truck,486.97,167.17,68,0.75
RES009231,Vehicle,Van,824.54,98.82,41,0.73
RES009232,Vehicle,Truck,693.68,138.47,89,0.73
RES009233,Vehicle,Bike,708.79,241.61,45,0.8
RES009234,Vehicle,Truck,898.93,107.09,69,0.79
RES009235,Vehicle,Van,79.3,83.45,33,0.72
RES009236,Vehicle,Truck,991.11,205.8,70,0.93
RES009237,Rider,Van,332.98,138.25,31,0.8
RES009238,Rider,Van,268.73,69.32,55,0.84
RES009239,Vehicle,Truck,76.09,98.69,71,0.94
RES009240,Vehicle,Van,803.06,171.37,59,0.7
RES009241,Rider,Bike,210.86,190.17,91,0.75
RES009242,Vehicle,Truck,620.6,97.49,77,0.92
RES009243,Rider,Bike,446.52,232.92,86,0.98
RES009244,Vehicle,Van,330.79,178.74,50,0.89
RES009245,Rider,Van,408.43,212.99,66,0.91
RES009246,Rider,Van,840.11,127.35,95,0.96
RES009247,Vehicle,Truck,172.22,82.48,72,0.75
RES009248,Vehicle,Bike,674.53,276.7,46,0.91
RES009249,Rider,Bike,576.48,347.96,65,0.92
RES009250,Vehicle,Van,458.31,162.04,57,0.93
RES009251,Vehicle,Van,188.52,343.17,73,0.83
RES009252,Rider,Van,233.08,241.24,34,0.78
RES009253,Rider,Van,119.92,141.82,47,0.94
RES009254,Rider,Truck,669.47,122.89,39,0.74
RES009255,Vehicle,Truck,831.2,176.16,35,0.94
RES009256,Rider,Van,72.87,202.61,78,0.72
RES009257,Vehicle,Bike,553.98,217.49,44,0.95
RES009258,Rider,Van,193.88,332.73,31,0.71
RES009259,Vehicle,Bike,581.51,141.4,34,0.77
RES009260,Rider,Van,385.63,222.51,83,0.82
RES009261,Rider,Truck,581.98,152.32,82,0.9
RES009262,Rider,Truck,610.91,322.36,75,0.78
RES009263,Rider,Bike,527.83,117.98,85,0.84
RES009264,Rider,Truck,61.26,287.98,48,0.83
RES009265,Rider,Truck,619.6,103.27,70,0.85
RES009266,Vehicle,Truck,893.83,202.42,73,0.71
RES009267,Rider,Van,967.22,299.11,45,0.79
RES009268,Vehicle,Bike,504.19,264.58,91,0.75
RES009269,Vehicle,Van,990.68,217.45,84,0.84
RES009270,Rider,Truck,812.75,249.48,48,0.92
RES009271,Rider,Bike,582.35,152.27,51,0.82
RES009272,Rider,Van,486.65,326.75,89,0.94
RES009273,Vehicle,Truck,399.14,202.96,56,0.91
RES009274,Vehicle,Truck,845.88,341.61,64,0.97
RES009275,Vehicle,Van,591.44,101.83,90,0.96
RES009276,Vehicle,Bike,921.41,139.21,94,0.86
RES009277,Vehicle,Van,55.64,180.11,36,0.91
RES009278,Vehicle,Van,350.17,236.93,66,0.94
RES009279,Rider,Bike,122.42,99.48,89,0.84
RES009280,Rider,Bike,185.05,113.33,56,0.74
RES009281,Vehicle,Bike,968.12,114.81,87,0.86
RES009282,Rider,Bike,986.41,121.42,90,0.85
RES009283,Vehicle,Bike,82.93,288.24,66,0.86
RES009284,Vehicle,Bike,159.37,87.9,51,0.78
RES009285,Vehicle,Bike,743.1,321.65,97,0.93
RES009286,Rider,Van,607.61,174.53,94,0.71
RES009287,Vehicle,Bike,648.48,151.51,42,0.87
RES009288,Vehicle,Bike,868.15,206.69,48,0.94
RES009289,Vehicle,Truck,861.26,305.47,49,0.7
RES009290,Vehicle,Truck,6.22,277.39,48,0.72
RES009291,Vehicle,Truck,107.87,335.8,97,0.92
RES009292,Vehicle,Van,572.87,123.22,78,0.74
RES009293,Vehicle,Bike,242.12,163.8,93,0.75
RES009294,Rider,Van,565.03,121.66,90,0.81
RES009295,Rider,Truck,611.04,313.54,58,0.87
RES009296,Rider,Truck,593.45,81.1,97,0.87
RES009297,Rider,Truck,589.36,289.2,90,0.93
RES009298,Rider,Van,990.88,320.07,89,0.95
RES009299,Vehicle,Truck,119.31,65.33,56,0.8
RES009300,Vehicle,Van,690.08,101.63,61,0.72
RES009301,Vehicle,Van,626.11,110.21,57,0.86
RES009302,Rider,Truck,168.6,307.3,51,0.96
RES009303,Vehicle,Bike,63.15,245.96,44,0.88
RES009304,Rider,Van,611.71,276.25,40,0.91
RES009305,Vehicle,Van,61.75,251.15,58,0.77
RES009306,Vehicle,Truck,31.98,257.64,60,0.98
RES009307,Rider,Van,731.91,341.85,60,0.92
RES009308,Rider,Bike,305.24,183.73,45,0.92
RES009309,Vehicle,Van,162.51,230.59,73,0.84
RES009310,Rider,Truck,169.38,90.24,37,0.85
RES009311,Rider,Van,488.42,85.19,33,0.75
RES009312,Vehicle,Bike,297.4,294.65,59,0.98
RES009313,Rider,Bike,580.43,288.15,98,0.85
RES009314,Rider,Bike,480.81,344.73,82,0.82
RES009315,Rider,Truck,948.22,70.01,50,0.73
RES009316,Vehicle,Van,135.13,259.82,63,0.8
RES009317,Rider,Van,464.4,213.81,80,0.71
RES009318,Rider,Bike,642.25,323.94,45,0.83
RES009319,Rider,Van,879.81,227.81,58,0.72
RES009320,Rider,Bike,62.02,334.33,51,0.72
RES009321,Rider,Truck,231.7,65.53,50,0.75
RES009322,Vehicle,Van,414.45,83.31,35,0.89
RES009323,Rider,Bike,462.64,199.21,48,0.94
RES009324,Vehicle,Truck,688.33,149.94,84,0.88
RES009325,Vehicle,Truck,371.03,275.0,86,0.93
RES009326,Vehicle,Bike,382.86,318.38,59,0.93
RES009327,Vehicle,Truck,601.56,74.38,89,0.95
RES009328,Vehicle,Truck,890.21,266.17,97,0.79
RES009329,Rider,Truck,133.48,82.6,64,0.88
RES009330,Vehicle,Truck,262.41,314.47,43,0.84
RES009331,Rider,Truck,916.5,206.42,34,0.76
RES009332,Rider,Bike,774.56,308.43,80,0.79
RES009333,Rider,Bike,492.87,109.01,96,0.75
RES009334,Vehicle,Bike,432.45,126.58,64,0.8
RES009335,Rider,Van,228.86,165.5,37,0.88
RES009336,Rider,Truck,960.54,231.55,73,0.91
RES009337,Vehicle,Van,656.53,291.24,68,0.93
RES009338,Vehicle,Bike,552.27,217.32,62,0.8
RES009339,Rider,Bike,476.19,236.61,47,0.98
RES009340,Vehicle,Bike,904.38,190.13,41,0.89
RES009341,Rider,Van,16.8,159.18,70,0.96
RES009342,Rider,Truck,458.68,204.92,74,0.82
RES009343,Vehicle,Van,633.39,90.16,61,0.75
RES009344,Rider,Bike,479.74,67.9,45,0.85
RES009345,Rider,Truck,622.65,318.31,52,0.73
RES009346,Vehicle,Van,216.0,304.76,60,0.76
RES009347,Vehicle,Truck,108.77,256.51,58,0.71
RES009348,Rider,Van,836.12,206.17,86,0.73
RES009349,Vehicle,Van,492.47,262.55,49,0.98
RES009350,Vehicle,Truck,193.77,276.67,45,0.98
RES009351,Rider,Truck,666.18,271.98,66,0.85
RES009352,Rider,Van,743.78,255.68,64,0.77
RES009353,Vehicle,Bike,192.49,205.2,95,0.87
RES009354,Rider,Truck,840.01,129.18,44,0.83
RES009355,Vehicle,Bike,90.44,139.06,66,0.88
RES009356,Vehicle,Bike,837.99,136.35,78,0.76
RES009357,Rider,Truck,166.88,316.68,70,0.94
RES009358,Rider,Truck,962.06,164.48,89,0.91
RES009359,Rider,Van,457.89,293.08,77,0.7
RES009360,Vehicle,Bike,376.35,261.73,30,0.81
RES009361,Vehicle,Van,867.11,197.81,45,0.86
RES009362,Rider,Truck,838.05,285.64,50,0.82
RES009363,Rider,Bike,11.73,270.31,34,0.91
RES009364,Rider,Van,708.81,86.82,73,0.9
RES009365,Vehicle,Van,691.72,255.79,84,0.86
RES009366,Rider,Van,492.24,110.78,42,0.78
RES009367,Rider,Truck,902.48,74.17,73,0.79
RES009368,Vehicle,Bike,955.07,267.31,67,0.98
RES009369,Vehicle,Bike,655.4,141.7,70,0.93
RES009370,Rider,Van,495.81,179.96,99,0.96
RES009371,Vehicle,Van,555.72,195.2,47,0.8
RES009372,Rider,Bike,922.82,158.7,75,0.96
RES009373,Rider,Truck,605.48,318.21,48,0.82
RES009374,Rider,Van,743.5,301.73,40,0.96
RES009375,Rider,Van,791.74,328.67,78,0.85
RES009376,Vehicle,Bike,711.5,312.08,38,0.88
RES009377,Rider,Truck,56.52,312.4,41,0.92
RES009378,Rider,Truck,224.12,253.65,86,0.82
RES009379,Vehicle,Van,996.64,61.66,55,0.77
RES009380,Rider,Bike,501.77,275.27,92,0.82
RES009381,Rider,Van,314.69,158.91,44,0.98
RES009382,Rider,Van,87.17,255.44,53,0.77
RES009383,Rider,Bike,540.98,274.16,81,0.8
RES009384,Vehicle,Bike,894.58,164.45,31,0.77
RES009385,Vehicle,Bike,256.63,312.43,43,0.88
RES009386,Vehicle,Bike,951.62,216.94,81,0.74
RES009387,Vehicle,Truck,828.51,64.21,85,0.8
RES009388,Vehicle,Truck,310.17,237.92,44,0.77
RES009389,Vehicle,Van,231.82,166.67,67,0.72
RES009390,Rider,Truck,448.68,206.25,60,0.88
RES009391,Vehicle,Truck,874.6,197.42,88,0.87
RES009392,Rider,Van,816.14,151.79,63,0.73
RES009393,Vehicle,Bike,187.4,129.53,47,0.82
RES009394,Vehicle,Truck,525.57,290.86,35,0.92
RES009395,Vehicle,Bike,34.68,319.12,86,0.91
RES009396,Vehicle,Van,901.69,119.46,76,0.77
RES009397,Vehicle,Truck,380.44,137.79,93,0.72
RES009398,Vehicle,Bike,930.2,196.27,34,0.77
RES009399,Rider,Bike,875.34,74.5,77,0.96
RES009400,Vehicle,Van,30.87,208.15,43,0.74
RES009401,Vehicle,Bike,487.0,217.13,71,0.79
RES009402,Rider,Truck,770.5,166.13,72,0.77
RES009403,Rider,Bike,343.78,315.12,80,0.76
RES009404,Rider,Van,166.79,332.42,70,0.82
RES009405,Rider,Van,940.73,90.29,56,0.96
RES009406,Rider,Truck,437.33,173.49,72,0.85
RES009407,Vehicle,Truck,650.63,275.52,87,0.87
RES009408,Vehicle,Truck,674.12,126.68,78,0.93
RES009409,Vehicle,Bike,651.13,158.98,84,0.8
RES009410,Rider,Van,667.14,327.44,34,0.74
RES009411,Vehicle,Van,110.79,71.13,85,0.86
RES009412,Rider,Van,400.97,198.67,69,0.74
RES009413,Rider,Van,309.7,72.18,67,0.78
RES009414,Rider,Truck,675.08,312.69,86,0.93
RES009415,Vehicle,Van,419.16,242.93,67,0.85
RES009416,Rider,Bike,316.38,242.2,48,0.81
RES009417,Vehicle,Van,702.56,238.34,87,0.73
RES009418,Rider,Bike,391.5,313.23,42,0.8
RES009419,Vehicle,Van,122.86,164.47,53,0.77
RES009420,Rider,Truck,289.41,212.02,81,0.94
RES009421,Rider,Bike,84.17,268.51,68,0.75
RES009422,Vehicle,Truck,847.71,250.63,75,0.95
RES009423,Vehicle,Bike,94.32,133.04,79,0.81
RES009424,Vehicle,Truck,350.82,92.99,79,0.78
RES009425,Rider,Truck,940.48,215.45,34,0.78
RES009426,Rider,Truck,766.83,75.6,91,0.81
RES009427,Vehicle,Bike,216.53,142.61,38,0.92
RES009428,Vehicle,Van,377.08,194.72,64,0.84
RES009429,Vehicle,Bike,803.95,170.37,59,0.91
RES009430,Rider,Van,389.31,201.5,89,0.8
RES009431,Vehicle,Van,969.88,265.14,45,0.88
